id,round,question_no,subject,conceptKey,stem,correct,id_unique,stem_unique,concept_unique,choice_set_unique,choices_internal_unique,semantic_independence,padding_status,law_status,law_as_of,future_law_watch,official_topic_source,audit_source,audit_date,original_expression,final_status
2026-04-Q28,2026-04,28,労働衛生,wbgt,暑熱環境の熱ストレス評価に広く用いられる指標はどれか。,WBGT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q29,2026-04,29,労働衛生,thp_guidance,THPの健康指導に含まれる組合せはどれか。,運動・保健・栄養・メンタルヘルスケアなど,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://kokoro.mhlw.go.jp/glossaries/word-1510/,2026-08-08,PASS,PASS
2026-04-Q30,2026-04,30,労働衛生,fracture_splint,四肢の骨折が疑われるときの副子固定として適切なのはどれか。,骨折部の上下の関節まで固定できる長さの副子を使う,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q31,2026-04,31,労働衛生,cerebral_embolism,脳塞栓症の説明として正しいものはどれか。,心臓などでできた血栓が流れて脳血管を閉塞する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q32,2026-04,32,労働衛生,lifting_posture,床から重量物を持ち上げる腰痛予防姿勢として適切なのはどれか。,荷物に近づき、膝を曲げて脚の力で立ち上がる,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q33,2026-04,33,労働衛生,co2_ventilation,室内CO₂濃度を一定以下に保つとき、増えるほど必要換気量も増える要素はどれか。,在室者数,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74089000&dataType=0&pageNo=1,2026-08-08,PASS,PASS
2026-04-Q34,2026-04,34,労働衛生,aging_lighting,高齢者の作業照明で適切な考え方はどれか。,必要照度を確保しつつ、まぶしさにも配慮する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q35,2026-04,35,労働生理,vestibular_inner_ear,前庭と半規管が存在する部位はどれか。,内耳,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q36,2026-04,36,労働生理,bile_emulsification,胆汁の働きとして正しいものはどれか。,消化酵素を含まないが脂肪を乳化する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q37,2026-04,37,労働生理,nucleus_ganglion,神経細胞体の集まりの名称として正しい組合せはどれか。,中枢神経系では神経核、末梢神経系では神経節,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q38,2026-04,38,労働生理,liver_urea,肝臓の働きとして正しいものはどれか。,アンモニアから尿素を合成する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q39,2026-04,39,労働生理,glomerular_protein,健康な腎臓の糸球体濾過で通常ほとんど原尿へ出ないものはどれか。,大きな血漿蛋白質,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q40,2026-04,40,労働生理,hematocrit,成人の血液で有形成分が占める体積割合の目安はどれか。,約45％,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q41,2026-04,41,労働生理,lens_accommodation,近くを見るとき主に厚さが変わる眼の構造はどれか。,水晶体,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q42,2026-04,42,労働生理,sweat_insensible,発汗と不感蒸泄の違いとして正しいものはどれか。,発汗は汗腺からの汗、不感蒸泄は意識されにくい皮膚・呼気からの水分喪失,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q43,2026-04,43,労働生理,humoral_immunity,体液性免疫の中心的な仕組みはどれか。,Bリンパ球由来の抗体が抗原に結合する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2026-04-Q44,2026-04,44,労働生理,presbycusis,加齢性難聴で一般に先に低下しやすいのはどれか。,高い周波数の音,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,https://www.exam.or.jp/wp-content/uploads/2026/04/LC20260415.pdf,2026-08-08,PASS,PASS
2025-10-Q01,2025-10,1,関係法令,mfg400_general_manager,常時400人を使用する製造業の事業場で、総括安全衛生管理者の選任は必要か。,必要,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo35_1.html,2026-08-08,PASS,PASS
2025-10-Q02,2025-10,2,関係法令,pressure_hopper_supervisor,作業主任者の選任が必要な作業の組合せとして適切なのはどれか。,圧気工法の高圧室内作業と石炭ホッパー内部作業,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo34_1.html,2026-08-08,PASS,PASS
2025-10-Q03,2025-10,3,関係法令,ammonia_mask_standard,厚生労働大臣が定める規格を満たすことが必要なものはどれか。,アンモニア用防毒マスク,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo88_1.html,2026-08-08,PASS,PASS
2025-10-Q04,2025-10,4,関係法令,special_management_closure_records,特別管理物質を製造する事業者が事業を廃止するとき、監督署へ提出対象となる記録の組合せとして適切なのはどれか。,作業記録・作業環境測定記録・特殊健康診断個人票,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74097000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q05,2025-10,5,関係法令,strong_noise_partition,強烈な騒音を発する屋内作業場で法令上求められる措置として適切なのはどれか。,隔壁を設けるなど騒音の伝ぱを防ぐ措置,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q06,2025-10,6,関係法令,specific_dust_sources,特定粉じん発生源に該当するものとして適切なのはどれか。,屋内で粉状の炭素製品を袋詰めする箇所,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q07,2025-10,7,関係法令,oxygen_pulp_supervisor,パルプ液を入れたことのある槽内部で酸素欠乏危険作業を行う場合、必要な作業主任者として適切なのはどれか。,第二種酸素欠乏危険作業主任者技能講習修了者から選任,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74105000&dataType=0&pageNo=1,2026-08-08,PASS,PASS
2025-10-Q08,2025-10,8,関係法令,xray_measure_pair,有害作業場と定期測定項目の組合せとして正しいものはどれか。,エックス線透過写真撮影の管理区域―線量当量率または線量当量,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q09,2025-10,9,関係法令,organic_empty_container_outdoor,有機溶剤蒸気が発散するおそれのある空容器の処理として適切なのはどれか。,密閉するか屋外の一定場所に集積する,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74090000&dataType=0&pageNo=1,2026-08-08,PASS,PASS
2025-10-Q10,2025-10,10,関係法令,inert_tank_overtime_exception,有害業務の1日2時間の時間外延長制限の対象外となる業務はどれか。,ヘリウム等の不活性ガスを入れたことのあるタンク内部の業務,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74001000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q11,2025-10,11,労働衛生,carbon_disulfide_vapor,常温・常圧で「蒸気」として扱うのが適切な物質はどれか。,二硫化炭素,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q12,2025-10,12,労働衛生,manganese_parkinsonism,マンガン中毒で代表的にみられる症状はどれか。,筋のこわばり・震え・歩行困難など,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q13,2025-10,13,労働衛生,silicosis_silica,けい肺の主な原因となる粉じんはどれか。,遊離けい酸を含む粉じん,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q14,2025-10,14,労働衛生,c5dip,騒音性難聴の初期に特徴的な聴力低下がみられやすい周波数はどれか。,"4,000Hz付近",PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q15,2025-10,15,労働衛生,risk_definition,化学物質のリスクを考えるときの基本的な定義として適切なのはどれか。,災害・健康障害が起こる可能性と結果の重大性の組合せ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/stf/newpage_11389.html,2026-08-08,PASS,PASS
2025-10-Q16,2025-10,16,労働衛生,organic_liver_kidney,有機溶剤への慢性ばく露で起こり得る健康影響はどれか。,肝機能障害や腎機能障害,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q17,2025-10,17,労働衛生,special_exam_placement,有害業務への配置替え時に行う特殊健康診断の目的として適切なのはどれか。,業務適性の判断と、その後の影響をみる基礎資料を得る,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q18,2025-10,18,労働衛生,A_second_eval_third_class,A測定の第二評価値が管理濃度を超えた単位作業場所の管理区分はどうなるか。,B測定に関係なく第三管理区分,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q19,2025-10,19,労働衛生,gas_mask_canister_colors,防毒マスク吸収缶の色の組合せとして正しいものはどれか。,アンモニア用は緑色、有機ガス用は黒色,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q20,2025-10,20,労働衛生,radiation_cataract_delayed,電離放射線による白内障の分類として適切なのはどれか。,晩発障害,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,2026-08-08,PASS,PASS
2025-10-Q21,2025-10,21,関係法令,hygiene_patrol_weekly,衛生管理者の作業場等巡視頻度として正しいものはどれか。,少なくとも毎週1回,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,2026-08-08,PASS,PASS
2025-10-Q22,2025-10,22,関係法令,committee_worker_half,衛生委員会の議長を除く委員について、過半数労組等の推薦に基づいて指名する割合は原則どれか。,半数,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo44_1.html,2026-08-08,PASS,PASS
2025-10-Q23,2025-10,23,関係法令,cleaning_general_manager_100,清掃業で総括安全衛生管理者の選任が必要となる規模はどれか。,常時100人以上,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2026-08-08,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,https://anzeninfo.mhlw.go.jp/yougo/yougo35_1.html,2026-08-08,PASS,PASS
