id,round,official_no,subject,concept,correct,official_recurrence,recurrence_family,law_as_of,audit_source,result
2025-10-Q17,2025-10,17,労働衛生,special_exam_placement,業務適性の判断と、その後の影響をみる基礎資料を得る,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q18,2025-10,18,労働衛生,A_second_eval_third_class,B測定に関係なく第三管理区分,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q19,2025-10,19,労働衛生,gas_mask_canister_colors,アンモニア用は緑色、有機ガス用は黒色,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q20,2025-10,20,労働衛生,radiation_cataract_delayed,晩発障害,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q21,2025-10,21,関係法令,hygiene_patrol_weekly,少なくとも毎週1回,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-10-Q22,2025-10,22,関係法令,committee_worker_half,半数,False,,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo44_1.html,PASS
2025-10-Q23,2025-10,23,関係法令,cleaning_general_manager_100,常時100人以上,False,,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo35_1.html,PASS
2025-10-Q24,2025-10,24,関係法令,stress_report_annual_50,常時50人以上で、1年以内ごとに1回,True,stress,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo95_1.html,PASS
2025-10-Q25,2025-10,25,関係法令,office_air_volume,10m³以上,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74089000&dataType=0&pageNo=1,PASS
2025-10-Q26,2025-10,26,関係法令,monitoring_permission,行政官庁の許可,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74001000&dataType=0,PASS
2025-10-Q27,2025-10,27,関係法令,paid_4days_3half,10日,True,paid_leave,2026-08-08,https://www.mhlw.go.jp/seisakunitsuite/bunya/koyou_roudou/roudouseisaku/chushoukigyou/joken_kankyou_rule.html,PASS
2025-10-Q28,2025-10,28,労働衛生,mental_primary_prevention,ストレス要因の低減やセルフケア教育で不調発生を予防する,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q29,2025-10,29,労働衛生,thp_not_replacement,THPを実施しても法定健康診断が当然に不要になるわけではない,True,thp,,https://kokoro.mhlw.go.jp/glossaries/word-1510/,PASS
2025-10-Q30,2025-10,30,労働衛生,histamine_heat_stable,一度生成されたヒスタミンは通常の加熱で分解されにくい,True,histamine,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q31,2025-10,31,労働衛生,exercise_ecg,運動負荷心電図,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q32,2025-10,32,労働衛生,open_fracture,骨折部が創を通じて外界と交通している,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q33,2025-10,33,労働衛生,prevalence,ある時点・期間に疾病を有する人の割合,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q34,2025-10,34,労働衛生,bmi_formula,体重(kg)÷身長(m)²,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q35,2025-10,35,労働生理,glomerular_filtration,糸球体,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q36,2025-10,36,労働生理,pulmonary_circulation,右心室→肺動脈→肺→肺静脈→左心房,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q37,2025-10,37,労働生理,melatonin_pineal,松果体,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q38,2025-10,38,労働生理,protein_enzymes,ペプシンとトリプシン,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q39,2025-10,39,労働生理,bile_no_trypsin,アルカリ性だがトリプシンなどの消化酵素は含まない,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q40,2025-10,40,労働生理,abo_antigen,赤血球表面,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q41,2025-10,41,労働生理,cortex_gray,神経細胞体が多い灰白質が外側にある,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q42,2025-10,42,労働生理,aerobic_metabolism,糖質や脂質が主に二酸化炭素と水まで酸化されATP産生に使われる,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q43,2025-10,43,労働生理,thyroid_metabolism,基礎代謝を高める,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-10-Q44,2025-10,44,労働生理,stress_cortisol,副腎皮質ホルモン（コルチゾールなど）,False,,,https://www.exam.or.jp/wp-content/uploads/2025/10/LC20252114.pdf,PASS
2025-04-Q01,2025-04,1,関係法令,mfg600_hygiene_manager_count,3人,True,management_system,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-04-Q02,2025-04,2,関係法令,sulfuric_specific_equipment_2y,1年以内ではなく、原則2年以内ごとに1回,True,specific_equipment,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74097000&dataType=0,PASS
2025-04-Q03,2025-04,3,関係法令,co_mask_standard,一酸化炭素用防毒マスク,True,regulated_ppe,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo88_1.html,PASS
2025-04-Q04,2025-04,4,関係法令,asbestos_supervisor_skill,石綿作業主任者技能講習を修了した者,False,,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo34_1.html,PASS
2025-04-Q05,2025-04,5,関係法令,hot_humid_rest_outside,作業場外に休憩設備を設ける,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-04-Q06,2025-04,6,関係法令,special_management_long_records,長期保存し、事業廃止時には法定の対象記録を監督署へ提出する,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74097000&dataType=0,PASS
2025-04-Q07,2025-04,7,関係法令,label_sds_risk_assessment,危険性・有害性を特定してリスクアセスメントを行う,True,risk_assessment,2026-08-08,https://www.mhlw.go.jp/stf/newpage_11389.html,PASS
2025-04-Q08,2025-04,8,関係法令,oxygen_no_pure_oxygen_ventilation,純酸素を用いて換気する,True,oxygen_deficiency,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74105000&dataType=0&pageNo=1,PASS
2025-04-Q09,2025-04,9,関係法令,cement_dust_measurement,空気中の粉じん濃度,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-04-Q10,2025-04,10,関係法令,vibration_overtime_cap,削岩機などで身体に著しい振動を与える業務,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74001000&dataType=0,PASS
2025-04-Q11,2025-04,11,労働衛生,management_concentration_role,作業環境の管理区分を判断するための指標で、個人ばく露限界そのものではない,True,risk_assessment,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q12,2025-04,12,労働衛生,so2_gas,二酸化硫黄,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q13,2025-04,13,労働衛生,methanol_optic,視神経障害・視力障害,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q14,2025-04,14,労働衛生,stochastic_vs_tissue,線量が増えると主に発生確率が増えると考える,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q15,2025-04,15,労働衛生,cadmium_kidney,腎障害,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q16,2025-04,16,労働衛生,heat_cramp_salt,ナトリウムなど電解質の不足,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q17,2025-04,17,労働衛生,cyanide_cellular_respiration,細胞内の酸素利用を妨げる,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q18,2025-04,18,労働衛生,B_measurement_peak,有害物質の高濃度ばく露が予想される場所・時間の濃度を把握する,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q19,2025-04,19,労働衛生,direct_vs_isolated_gasmask,一般に隔離式の方が直結式より高濃度側の使用範囲をもつ,True,oxygen_deficiency,,https://anzeninfo.mhlw.go.jp/yougo/yougo88_1.html,PASS
2025-04-Q20,2025-04,20,労働衛生,biological_monitoring_internal,体内に取り込まれた有害物質・代謝物等から内部ばく露を把握する,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q21,2025-04,21,関係法令,security300_no_general_manager,この人数だけでは選任義務は生じない,False,,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo35_1.html,PASS
2025-04-Q22,2025-04,22,関係法令,hygiene_manager_not_command_promoter,衛生推進者を指揮すること,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-04-Q23,2025-04,23,関係法令,committee_chair_can_general_manager,総括安全衛生管理者である委員が議長となることができる,False,,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo44_1.html,PASS
2025-04-Q24,2025-04,24,関係法令,stress_result_consent,結果通知後に本人の同意が必要,True,stress,2026-08-08,https://anzeninfo.mhlw.go.jp/yougo/yougo95_1.html,PASS
2025-04-Q25,2025-04,25,関係法令,kitchen_no_dirty_shoes,土足のまま立ち入らせず、汚染を持ち込まない,False,,2026-08-08,https://www.mhlw.go.jp/web/t_doc?dataId=74003000&dataType=0,PASS
2025-04-Q26,2025-04,26,関係法令,maternity_light_work,他の軽易な業務へ転換する,False,,2026-08-08,https://www.bosei-navi.mhlw.go.jp/gimu/taiou.html,PASS
2025-04-Q27,2025-04,27,関係法令,paid_30h_4days_3half,14日,True,paid_leave,2026-08-08,https://www.mhlw.go.jp/seisakunitsuite/bunya/koyou_roudou/roudouseisaku/chushoukigyou/joken_kankyou_rule.html,PASS
2025-04-Q28,2025-04,28,労働衛生,display_distance,おおむね40cm以上を確保し、画面上端を眼の高さと同程度かやや下にする,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q29,2025-04,29,労働衛生,incidence,罹患率（発生率）,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q30,2025-04,30,労働衛生,thp_health_data_use,目的に応じて活用できる,True,thp,,https://kokoro.mhlw.go.jp/glossaries/word-1510/,PASS
2025-04-Q31,2025-04,31,労働衛生,thrombosis_embolism,血栓症はその場で血栓形成、塞栓症は他部位から流れた塞栓子が閉塞する,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q32,2025-04,32,労働衛生,secondhand_smoke_category2,第二種施設として原則屋内禁煙,False,,,https://www.mhlw.go.jp/web/t_doc?dataId=00tc3934&dataType=1&pageNo=1,PASS
2025-04-Q33,2025-04,33,労働衛生,bmi_175_80,26.1,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q34,2025-04,34,労働衛生,histamine_prevention,魚などを低温管理し、ヒスタミンを生成させない,True,histamine,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q35,2025-04,35,労働生理,abo_red_cell,A型の血清には抗B抗体があり、分類の主な抗原は赤血球表面にある,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q36,2025-04,36,労働生理,heart_intrinsic_pacemaker,洞房結節,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q37,2025-04,37,労働生理,resting_tidal_volume,約500mL,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q38,2025-04,38,労働生理,pepsin_stomach,胃,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q39,2025-04,39,労働生理,thermoregulation_cold,皮膚血管の収縮,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q40,2025-04,40,労働生理,bun_high,尿素窒素（BUN）,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q41,2025-04,41,労働生理,muscle_atp,ATPの加水分解,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q42,2025-04,42,労働生理,presbyopia,水晶体の調節力が低下し近点が遠くなる,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q43,2025-04,43,労働生理,stress_response,副腎皮質ホルモン分泌が増加することがある,True,stress,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
2025-04-Q44,2025-04,44,労働生理,melatonin_source,松果体,False,,,https://www.exam.or.jp/wp-content/uploads/2025/04/LC20251114.pdf,PASS
