TH-R3-1-011	第1章	成分重複	H=B-(2)	Q:かぜ薬を服用中の人が頭痛のため別の解熱鎮痛薬を追加したいと希望している。最初に確認すべきことはどれか。	1:両製品に同じ解熱鎮痛成分等が重複していないか。 || 2:製品の箱の色が同じか。 || 3:メーカーが同じか。 || 4:価格が高い方か。 || 5:錠剤の大きさが同じか。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-012	第1章	漫然連用	H=B-(2)	Q:症状が改善しないまま同じ一般用医薬品を数週間連用している人への対応として適切なのはどれか。	1:原因疾患の見逃しや副作用の可能性も考え、漫然と継続せず受診・相談を勧める。 || 2:効かないので用量を倍にする。 || 3:一般用医薬品は長期連用しても問題ない。 || 4:同じ作用の薬を追加する。 || 5:症状の経過は確認しない。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-013	第1章	添加物によるアレルギー	H=B-(3)	Q:有効成分に問題がなくても医薬品使用後にアレルギー症状が出る可能性について正しいものはどれか。	1:添加物がアレルゲンとなる場合もある。 || 2:添加物は人体へ一切作用しない。 || 3:外用薬の添加物では反応は起こらない。 || 4:過去に食物アレルギーがあっても確認不要である。 || 5:用量を守ればアレルギーは絶対に起こらない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS
TH-R3-1-014	第1章	依存と濫用	H=B-(2)	Q:眠気を得る目的で鎮静成分を含む一般用医薬品を用法を超えて繰り返し使用している人への対応として適切なのはどれか。	1:依存・濫用の可能性を考え、追加販売だけで対応せず適切な相談先につなげる。 || 2:希望数量を無制限に販売する。 || 3:用法を超えた使用でも一般用医薬品なら安全と説明する。 || 4:使用目的は確認しない。 || 5:複数店舗で購入するよう勧める。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-015	第1章	未知の副作用への対応	H=B-(2)	Q:以前は問題なく使用していた一般用医薬品で、今回は初めて強い発疹と発熱が現れた。適切な対応はどれか。	1:過去に問題がなくても副作用は起こり得るため使用を中止し、症状に応じて受診・相談する。 || 2:以前使えたので今回の症状は薬と無関係と断定する。 || 3:同じ薬を増量して確認する。 || 4:発疹が広がるまで使い続ける。 || 5:副作用は初回使用時だけに起こる。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-016	第1章	天然由来成分の安全性	H=B-(2)	Q:『生薬や天然由来成分なら副作用はないので、何種類でも併用してよい』という購入者への説明として適切なのはどれか。	1:天然由来でも薬理作用や副作用があり、成分重複や体質を考えて適正使用する必要がある。 || 2:天然由来なら過量使用しても安全である。 || 3:漢方薬同士では成分重複は起こらない。 || 4:生薬は医薬品としての注意事項を持たない。 || 5:天然由来成分はアレルギーを起こさない。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-017	第1章	医薬品の他人への譲渡	H=D(6)	Q:自分に効いた一般用医薬品の残りを、同じ症状の家族へ分けたいという相談への説明として適切なのはどれか。	1:同じ症状でも年齢・体質・併用薬等が異なるため、使用者本人に適した製品か改めて確認する。 || 2:同じ症状なら誰でも同じ薬を使用できる。 || 3:自分に副作用がなければ家族にも絶対に起こらない。 || 4:用法・年齢制限は使用者が変わっても確認不要である。 || 5:家族なら処方薬との相互作用は起こらない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-1-018	第1章	使用者本人の確認	H=B-(2)	Q:家族が代理で一般用医薬品を買いに来た。販売時に確認すべき対象として最も適切なのはどれか。	1:実際にその医薬品を使用する人の年齢・症状・既往歴・併用薬など。 || 2:購入に来た人の好みだけ。 || 3:販売者自身の体調。 || 4:同じ店舗の過去売上。 || 5:商品の広告だけ。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-1-019	第1章	情報提供	H=B-(3)	Q:購入者が専門用語を理解できていない様子である。登録販売者の対応として適切なのはどれか。	1:理解度に合わせて分かりやすく説明し、適正使用に必要な情報が伝わったか確認する。 || 2:添付文書を渡すだけで説明しない。 || 3:専門用語だけを使って短く説明する。 || 4:理解できなくても販売数量を増やす。 || 5:質問には答えない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-1-020	第1章	継続学習	H=B-(2)	Q:資格取得後に販売制度の改正や新たな安全性情報が公表された。登録販売者の対応として適切なのはどれか。	1:最新情報を確認し、必要に応じて説明や販売対応を更新する。 || 2:資格取得時の知識だけを永久に使う。 || 3:法改正は販売現場に関係しない。 || 4:旧版添付文書だけを参照し続ける。 || 5:新たな副作用情報は無視する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-2-001	第2章	口腔と嚥下	H=D(6)	Q:錠剤を飲み込むときにむせやすい高齢者から相談された。人体の働きに関する説明として適切なのはどれか。	1:嚥下機能の低下では誤嚥の危険が高まるため、無理に服用させず剤形や受診・相談を検討する。 || 2:食道は呼吸だけを行う器官なので嚥下とは無関係である。 || 3:高齢者では誤嚥は起こらない。 || 4:錠剤は必ず砕けば安全である。 || 5:嚥下困難があっても剤形の確認は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-2-002	第2章	胃と小腸	H=B-(2)	Q:経口薬の多くが主に小腸から吸収される理由として最も適切なのはどれか。	1:小腸は表面積が大きく、栄養分や薬物の吸収に適した構造を持つ。 || 2:小腸は尿をつくる器官だから。 || 3:小腸は血液を全身へ送るから。 || 4:小腸は光を感じるから。 || 5:小腸は胆汁を産生するから。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-2-003	第2章	肝初回通過効果	H=B-(3)	Q:経口投与された成分が全身循環へ入る前に肝臓で代謝されることがある。この現象の説明として適切なのはどれか。	1:消化管から吸収された成分の一部が門脈を経て肝臓で代謝を受ける。 || 2:薬は胃から直接脳へ移動する。 || 3:肝臓は薬物代謝に関与しない。 || 4:薬物はすべて未変化体で排泄される。 || 5:腎臓だけが全ての代謝を行う。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-004	第2章	肝機能低下	H=B-(3)	Q:肝機能が低下している人で薬の作用が強く出ることがある理由として適切なのはどれか。	1:代謝が遅れ、薬物や活性成分が体内に残りやすくなる場合がある。 || 2:肝臓は薬物代謝を行わないため。 || 3:薬物が必ず吸収されなくなるため。 || 4:腎臓が全ての薬を分解するため。 || 5:血液循環が停止するため。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-005	第2章	腎機能低下	H=B-(3)	Q:腎機能が低下している人で薬物の副作用に注意する理由として適切なのはどれか。	1:薬物や代謝物の排泄が遅れ、体内へ蓄積する場合がある。 || 2:腎臓は薬物排泄に関与しない。 || 3:腎機能が低いほど排泄は必ず速くなる。 || 4:薬物は汗からしか排泄されない。 || 5:腎臓は胃酸だけを分泌する。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-006	第2章	血中濃度	H=B-(3)	Q:同じ薬を短時間に繰り返し多量服用した場合に副作用リスクが高まる理由として最も適切なのはどれか。	1:血中濃度が過度に高まり、中毒域へ近づく可能性がある。 || 2:血中濃度は服用量と無関係である。 || 3:多量服用ほど必ず安全域が広がる。 || 4:薬物は血液へ入らない。 || 5:副作用は血中濃度と無関係である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-007	第2章	腸溶錠	H=B-(3)	Q:腸溶錠を『飲みにくいから噛み砕きたい』と相談された。適切な説明はどれか。	1:腸で溶けるよう設計されているため、自己判断で噛み砕かず製品の用法を確認する。 || 2:噛み砕くほど腸溶性が高まる。 || 3:どの錠剤も必ず砕いてよい。 || 4:腸溶錠は胃でのみ作用する製剤である。 || 5:剤形は薬効と無関係である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-008	第2章	カプセル剤	H=D(6)	Q:カプセル剤の中身を出して服用したいという相談への対応として適切なのはどれか。	1:製剤設計によっては開封が不適切な場合があるため、添付文書等を確認する。 || 2:全てのカプセルは開けるのが原則である。 || 3:カプセル殻は薬効と無関係なので必ず捨てる。 || 4:中身を水に溶かせば必ず安全である。 || 5:剤形の違いは使用方法へ影響しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-2-009	第2章	アナフィラキシー	H=B(1)	Q:一般用医薬品を服用直後に全身じんましん、息苦しさ、顔面蒼白が急速に現れた。最も疑うべき重大な副作用はどれか。	1:アナフィラキシー || 2:間質性肺炎 || 3:無菌性髄膜炎 || 4:偽アルドステロン症 || 5:接触皮膚炎	ANS:1	FLAGS:CORRECT_LONGER_20PCT
TH-R3-2-010	第2章	SJS/TEN	H=B-(2)	Q:高熱、目の充血、口唇のただれ、広範囲の発疹が現れた。重大な副作用として最も疑うべきものはどれか。	1:スティーブンス・ジョンソン症候群等の重篤な皮膚粘膜障害 || 2:単純な口渇 || 3:軽度の便秘 || 4:一時的な眠気 || 5:鉄欠乏	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-2-011	第2章	肝機能障害	H=B(0)	Q:医薬品使用後に強い倦怠感、黄疸、褐色尿が現れた。最も疑うべき副作用はどれか。	1:肝機能障害 || 2:間質性肺炎 || 3:無菌性髄膜炎 || 4:接触皮膚炎 || 5:口渇	ANS:1	FLAGS:
TH-R3-2-012	第2章	間質性肺炎	H=B(0)	Q:医薬品使用後に空咳、息切れ、息苦しさ、発熱が持続している。最も疑うべき副作用はどれか。	1:間質性肺炎 || 2:無菌性髄膜炎 || 3:偽アルドステロン症 || 4:接触皮膚炎 || 5:鉄欠乏性貧血	ANS:1	FLAGS:
TH-R3-2-013	第2章	無菌性髄膜炎	H=B(1)	Q:医薬品使用後に発熱、激しい頭痛、首筋のつっぱり、吐き気が現れた。最も疑うべき副作用はどれか。	1:無菌性髄膜炎 || 2:間質性肺炎 || 3:偽アルドステロン症 || 4:接触皮膚炎 || 5:口内炎	ANS:1	FLAGS:CORRECT_LONGER_20PCT
TH-R3-2-014	第2章	偽アルドステロン症	H=B-(2)	Q:甘草を含む複数製品を長期併用している人に、手足のだるさ、むくみ、血圧上昇がみられる。注意すべき副作用はどれか。	1:偽アルドステロン症 || 2:間質性肺炎 || 3:無菌性髄膜炎 || 4:SJS || 5:接触皮膚炎	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-2-015	第2章	抗コリン作用	H=B(0)	Q:前立腺肥大の治療中の人が抗コリン作用をもつ一般用医薬品を希望している。特に注意すべき症状はどれか。	1:排尿困難 || 2:低血糖だけ || 3:骨折 || 4:聴力改善 || 5:鉄欠乏	ANS:1	FLAGS:
TH-R3-2-016	第2章	眼圧上昇	H=B-(3)	Q:緑内障の治療中の人が抗コリン作用をもつ薬を希望している。確認すべき理由として適切なのはどれか。	1:眼圧上昇を招くおそれがあるため。 || 2:必ず血糖が下がるため。 || 3:骨密度が上がるため。 || 4:聴力が改善するため。 || 5:鉄吸収が増えるため。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-017	第2章	接触皮膚炎	H=B(0)	Q:外用薬を塗布した部位だけに発赤、かゆみ、腫れが生じた。まず考えるべき副作用はどれか。	1:接触皮膚炎 || 2:間質性肺炎 || 3:無菌性髄膜炎 || 4:肝機能障害 || 5:偽アルドステロン症	ANS:1	FLAGS:
TH-R3-2-018	第2章	眠気と運転	H=B-(3)	Q:服用後に眠気が出る可能性がある医薬品を購入する人が車で帰宅すると話している。適切な説明はどれか。	1:運転等を避ける旨の注意がある製品では、その注意を守る必要がある。 || 2:眠気が軽ければ必ず運転できる。 || 3:コーヒーを飲めば注意事項を無視できる。 || 4:一般用医薬品の眠気は運転へ影響しない。 || 5:服用直後だけなら運転できる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-2-019	第2章	貧血と酸素運搬	H=B-(2)	Q:赤血球やヘモグロビンが減少した人に息切れや疲れやすさが現れる理由として最も適切なのはどれか。	1:組織へ運ばれる酸素量が不足しやすくなるため。 || 2:血小板が過剰に止血するため。 || 3:胆汁が不足するため。 || 4:胃酸が増えるため。 || 5:水晶体が厚くなるため。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-2-020	第2章	内耳と平衡感覚	H=B-(2)	Q:ぐるぐる回るようなめまいと平衡感覚の異常があるとき、症状に関係する可能性がある部位として最も適切なのはどれか。	1:内耳の前庭・半規管 || 2:胃の幽門 || 3:腎臓の糸球体 || 4:肝臓の胆管 || 5:大腸の結腸	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-001	第3章	かぜ薬の成分重複	H=B-(3)	Q:総合感冒薬を服用中の人が、発熱のため別の解熱鎮痛薬を追加したいという。最も適切な対応はどれか。	1:両製品の解熱鎮痛成分を確認し、重複による過量使用を避ける。 || 2:製品名が違えば必ず併用できる。 || 3:メーカーが違えば成分は重複しない。 || 4:発熱時は複数の解熱鎮痛薬を併用するほど安全である。 || 5:用法・用量は確認しなくてよい。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-002	第3章	解熱鎮痛薬と飲酒	H=B-(2)	Q:解熱鎮痛薬を服用する予定の人が大量に飲酒した直後だという。適切な説明はどれか。	1:アルコールにより副作用リスクが高まることがあるため、製品の注意事項に従い飲酒を避ける。 || 2:酒と一緒に服用すると胃腸障害が防げる。 || 3:飲酒すると薬効だけが弱くなり安全性へ影響しない。 || 4:用量を増やせば飲酒の影響を相殺できる。 || 5:一般用医薬品と酒は相互作用しない。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-003	第3章	アセトアミノフェン重複	H=B-(3)	Q:かぜ薬と頭痛薬の両方の成分欄にアセトアミノフェンが記載されている。最も適切な判断はどれか。	1:同一成分の重複服用となるため併用を避ける。 || 2:異なる商品名なので併用できる。 || 3:片方を半量にすれば必ず安全である。 || 4:同一成分は複数製品で使うほど効果が安定する。 || 5:成分欄は確認不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_20PCT
TH-R3-3-004	第3章	抗ヒスタミンと運転	H=B-(3)	Q:鼻炎用内服薬を購入する人が長距離運転を予定している。成分に眠気を生じる抗ヒスタミン成分が含まれている場合の対応はどれか。	1:運転等を避ける注意を説明し、その予定を踏まえて製品選択を見直す。 || 2:眠気は気合で防げると説明する。 || 3:コーヒーと併用すれば必ず運転できる。 || 4:一般用医薬品なら運転への影響はない。 || 5:服用量を増やすと眠気が減る。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-005	第3章	眠気防止薬	H=B-(2)	Q:徹夜続きの人が『眠気防止薬を飲めば今後も睡眠しなくてよい』と考えている。適切な説明はどれか。	1:カフェイン等は一時的に眠気を抑えるだけで、睡眠不足そのものを解消しない。 || 2:眠気防止薬は睡眠を完全に不要にする。 || 3:連用するほど疲労が回復する。 || 4:大量服用ほど安全である。 || 5:不眠症の治療薬として使う。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-006	第3章	カフェインの重複	H=B-(3)	Q:眠気防止薬を使用している人が、エナジードリンクやコーヒーを大量に摂取している。確認すべきリスクはどれか。	1:カフェインの過剰摂取による動悸、不眠、興奮など。 || 2:鉄欠乏だけ。 || 3:真菌感染だけ。 || 4:便秘が必ず改善すること。 || 5:視力が永久に改善すること。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-007	第3章	鎮静成分の連用	H=B-(2)	Q:鎮静成分を含む一般用医薬品を『眠るため』に毎日多量に使っている人への対応として適切なのはどれか。	1:依存や不適正使用の可能性を考え、漫然と販売せず相談を勧める。 || 2:毎日使うほど依存しにくいと説明する。 || 3:希望数量を無制限に販売する。 || 4:使用目的は確認しない。 || 5:用法・用量を超えるほど効果的と説明する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-008	第3章	乗物酔い防止薬	H=B(1)	Q:乗物酔い防止薬を使用した人が口渇と排尿しにくさを訴えた。考えやすい作用はどれか。	1:抗コリン作用 || 2:制酸作用 || 3:去痰作用 || 4:抗真菌作用 || 5:鉄補給作用	ANS:1	FLAGS:CORRECT_LONGER_20PCT
TH-R3-3-009	第3章	咳の受診勧奨	H=B-(2)	Q:咳が3週間続き、血痰も出ている人が鎮咳薬を希望している。適切な対応はどれか。	1:一般用鎮咳薬だけで長期対処せず、医療機関の受診を勧める。 || 2:咳止めを複数併用する。 || 3:血痰は一般用医薬品で必ず改善すると説明する。 || 4:用量を増やす。 || 5:さらに数週間様子を見るよう勧める。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-010	第3章	鎮咳成分の重複	H=B-(2)	Q:かぜ薬と鎮咳去痰薬を同時に購入しようとしている。最初に確認すべきことはどれか。	1:鎮咳成分や抗ヒスタミン成分などが重複していないか。 || 2:箱の大きさが同じか。 || 3:メーカーの所在地が同じか。 || 4:値段が同じか。 || 5:包装色が同じか。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-011	第3章	口腔咽喉薬	H=B-(3)	Q:うがい薬を『濃い方が効く』として表示より高濃度で使用しようとしている。適切な説明はどれか。	1:刺激や副作用を避けるため、指定された希釈方法・用法を守る。 || 2:高濃度ほど必ず安全である。 || 3:原液を飲み込むのが原則である。 || 4:用法は効果に影響しない。 || 5:濃度は自由に変更してよい。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-012	第3章	胃痛と受診	H=B-(3)	Q:突然の激しい腹痛と嘔吐がある人が胃腸鎮痛鎮痙薬を希望している。最も適切な対応はどれか。	1:急性腹症等の可能性を考え、自己判断で薬を使用せず受診を勧める。 || 2:必ず鎮痙薬を販売する。 || 3:用量を倍にする。 || 4:一週間様子を見る。 || 5:症状の程度を確認しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-013	第3章	制酸薬と腎機能	H=B-(3)	Q:腎機能低下を指摘されている人がマグネシウムを含む制酸薬を長期使用したいという。適切な対応はどれか。	1:成分の排泄や蓄積に注意が必要なため、医師・薬剤師等へ相談を勧める。 || 2:腎機能は制酸薬と無関係である。 || 3:長期使用ほど安全である。 || 4:用量を増やすほど腎負担が減る。 || 5:すべての制酸成分は体内へ吸収されない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-014	第3章	止瀉薬と血便	H=C(4)	Q:高熱と血便を伴う下痢の人が止瀉薬を希望している。最も適切な対応はどれか。	1:感染症等も考え、安易に腸運動を止める薬だけで対処せず受診を勧める。 || 2:必ず止瀉薬で腸運動を止める。 || 3:脱水は起こらないと説明する。 || 4:水分補給は不要と説明する。 || 5:数週間自己治療するよう勧める。	ANS:1	FLAGS:CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-3-015	第3章	下痢と脱水	H=B-(3)	Q:乳幼児の下痢が続いている。一般用医薬品の相談で特に注意すべきことはどれか。	1:脱水が進みやすいため、水分状態や全身状態を確認し必要なら受診を勧める。 || 2:乳幼児は脱水しない。 || 3:成人用止瀉薬を半量で使用する。 || 4:水分を控える。 || 5:発熱があっても受診不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-016	第3章	瀉下薬の連用	H=B-(2)	Q:刺激性瀉下薬を毎日使用し、効きにくくなったため用量を増やしている人への対応として適切なのはどれか。	1:漫然連用を避け、便秘の原因や生活習慣を見直し、必要に応じて受診・相談を勧める。 || 2:さらに用量を増やす。 || 3:刺激性瀉下薬は依存的使用の問題がない。 || 4:食事や運動は便秘と無関係である。 || 5:長期使用ほど効果が安定する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R3-3-017	第3章	センナと妊娠	H=D(6)	Q:妊娠中の人がセンナを含む便秘薬を希望している。適切な対応はどれか。	1:妊娠中の使用上の注意を確認し、自己判断で使用せず専門家へ相談するよう勧める。 || 2:妊娠中でも必ず安全である。 || 3:妊婦では用量を増やす。 || 4:センナは胎児・妊娠と無関係である。 || 5:すべての妊婦へ第一選択として勧める。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-3-018	第3章	ヒマシ油と駆虫薬	H=D(6)	Q:駆虫薬を使用している人が便秘のためヒマシ油を使いたいという。適切な対応はどれか。	1:駆虫成分の吸収を促すおそれがあるため併用を避ける。 || 2:併用すると必ず効果が弱くなるだけなので安全である。 || 3:ヒマシ油は抗真菌薬なので問題ない。 || 4:両者は必ず同時使用する。 || 5:服用時間を1分ずらせば必ず安全である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS,CORRECT_LONGER_20PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R3-3-019	第3章	貧血と受診	H=B-(3)	Q:鉄剤を1か月使用しても強い息切れ・動悸が改善しない人への対応として適切なのはどれか。	1:鉄欠乏以外の貧血や他疾患も考え、医療機関の受診を勧める。 || 2:鉄剤を無制限に増量する。 || 3:全ての貧血は鉄欠乏なので受診不要である。 || 4:症状が強いほど自己治療を続ける。 || 5:食事内容は確認しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R3-3-020	第3章	鉄剤の便色	H=D(9)	Q:鉄剤を服用後に便が黒くなったと相談された。一般的な説明として適切なのはどれか。	1:鉄剤により便が黒くなることがあるが、タール状便など出血が疑われる場合は別途受診が必要である。 || 2:黒色便は必ず重篤な副作用である。 || 3:鉄剤では便色は変化しない。 || 4:黒色便なら必ず用量を増やす。 || 5:出血との区別は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN,CORRECT_STYLE_OUTLIER
