RS26-063	第1章	妊婦への配慮	H=B(0)	Q:妊娠中の一般用医薬品使用に関する次の記述a〜dのうち、正しいものの組合せはどれか。
a 医薬品成分によっては胎盤を通過する。
b 胎児への影響は妊娠時期や成分によって異なり得る。
c 外用薬であれば全身への吸収を考慮する必要はない。
d 妊娠の可能性がある場合も、添付文書の注意事項や必要に応じた専門家相談が重要である。	1:a・c || 2:b・c・d || 3:a・b・d || 4:a・b・c || 5:b・d	ANS:3	FLAGS:
RS26-064	第1章	高齢者への配慮	H=B(1)	Q:高齢者への一般用医薬品販売に関する記述のうち、最も適切なのはどれか。	1:肝・腎機能の低下や多剤使用の有無を確認し、作用の増強や相互作用に注意する。 || 2:高齢者は薬物の吸収が一律に低下するため、成人量より増量するのが基本である。 || 3:年齢のみを根拠に、添付文書の用量を一律に半量へ変更する。 || 4:複数の処方薬を使用していても、一般用医薬品では相互作用確認を省略できる。 || 5:外用薬は全身性の副作用を起こさないため、高齢者でも使用範囲の確認は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR
RS26-065	第1章	サリドマイド訴訟	H=B-(2)	Q:サリドマイドによる薬害について正しいものはどれか。	1:妊婦等が使用したことに関連して、出生児に四肢欠損や耳の障害などの先天異常が生じた。 || 2:主な被害はキノホルム製剤による亜急性脊髄視神経症であった。 || 3:非加熱血液凝固因子製剤を介したHIV感染が中心であった。 || 4:ヒト乾燥硬膜の移植によるプリオン感染が原因であった。 || 5:胎盤を通過しないことが確認された後、妊婦への使用制限が問題となった。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
RS26-066	第1章	セルフメディケーションの限界	H=B(0)	Q:一般用医薬品によるセルフメディケーションを中止し、受診を考える判断として適切なものの組合せはどれか。
a 用法どおり使用しているが症状が悪化した。
b 一定期間使用しても改善がみられない。
c 症状が軽快し、使用を中止できる状態になった。
d 高熱や呼吸困難など、一般用医薬品での対処範囲を超える可能性がある症状がある。	1:a・c || 2:b・c || 3:a・b・d || 4:a・c・d || 5:b・c・d	ANS:3	FLAGS:
RS26-067	第1章	健康食品と医薬品	H=B-(3)	Q:処方薬を使用している人が健康食品も継続して摂取している場合の対応として、最も適切なのはどれか。	1:食品であるため、処方薬との相互作用を確認する必要はない。 || 2:健康食品の商品名・成分・摂取量も含めて使用状況を医師や薬剤師等へ伝え、相互作用の有無を確認する。 || 3:健康食品を摂取している期間は、処方薬を自己判断で減量する。 || 4:服用時刻を2時間以上あければ、成分にかかわらず相互作用を避けられる。 || 5:特定保健用食品であれば、医薬品との併用時の安全性は国が個別に保証している。	ANS:2	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-068	第1章	薬害から得られた教訓	H=B(0)	Q:過去の薬害から得られた安全対策上の教訓に関する次の記述a〜dのうち、正しいものの組合せはどれか。
a 承認後も有害事象を収集・評価することが必要である。
b 新たなリスクが判明した場合、使用上の注意や販売上の対策が見直されることがある。
c 承認時の審査を通過した医薬品では、市販後に重大な副作用が判明することはない。
d 医薬品の安全対策には、行政・製造販売業者・医薬関係者等による情報共有が重要である。	1:a・b || 2:a・b・d || 3:b・c・d || 4:a・c・d || 5:a・b・c	ANS:2	FLAGS:
RS26-013	第2章	消化器系	H=B(1)	Q:消化器系の働きに関する記述のうち、正しいものはどれか。	1:胃では栄養分の大部分が吸収される。 || 2:肝臓は消化管から吸収された栄養分の代謝や貯蔵などを行う。 || 3:胆汁は膵臓でつくられ、胆のうに蓄えられる。 || 4:大腸では消化酵素による栄養分の消化が主に行われる。 || 5:小腸では水分がまったく吸収されない。	ANS:2	FLAGS:CORRECT_LONGER_20PCT
RS26-014	第2章	呼吸器系	H=B-(2)	Q:呼吸器系の働きに関する記述のうち、正しいものはどれか。	1:気管支の末端では尿が生成される。 || 2:肺胞は食物を消化する器官である。 || 3:肺胞では血液との間で酸素と二酸化炭素のガス交換が行われる。 || 4:鼻腔には異物を除く仕組みがない。 || 5:肺胞には異物を処理する細胞は存在しない。	ANS:3	FLAGS:CORRECT_LONGER_35PCT
RS26-015	第2章	循環器系	H=B-(3)	Q:循環器系に関する記述のうち、正しいものはどれか。	1:心臓は血液を全身へ送り出すポンプとして働く。 || 2:動脈には必ず静脈血だけが流れる。 || 3:赤血球は主に血液凝固を担う。 || 4:血小板は酸素運搬を主に担う。 || 5:リンパ系は循環器系と無関係である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-016	第2章	泌尿器系	H=B(1)	Q:泌尿器系に関する記述のうち、正しいものはどれか。	1:腎臓は血液を濾過し、老廃物などを尿として排泄する働きを担う。 || 2:尿は膀胱でつくられる。 || 3:腎臓は体内の水分や電解質の調節には関与しない。 || 4:尿管は尿を体外へ直接排出する器官である。 || 5:腎機能が低下しても医薬品成分の排泄には影響しない。	ANS:1	FLAGS:CORRECT_LONGER_20PCT
RS26-017	第2章	目・鼻・耳	H=B-(2)	Q:目の構造と働きに関する記述のうち、正しいものはどれか。	1:水晶体は光を感じて電気信号へ変換する。 || 2:網膜は水晶体の厚さを変えてピントを調節する。 || 3:水晶体は厚さを変えることで、近くや遠くにピントを合わせる。 || 4:瞳孔は涙液をつくる器官である。 || 5:角膜には光を屈折させる働きがない。	ANS:3	FLAGS:CORRECT_LONGER_35PCT
RS26-018	第2章	皮膚・骨格・筋組織	H=B-(2)	Q:皮膚・骨格・筋組織に関する記述のうち、正しいものはどれか。	1:表皮には豊富な血管が走っている。 || 2:骨格筋は自律神経だけによって支配される。 || 3:皮膚には体温調節の働きはない。 || 4:骨格筋は随意筋であり、主に体性運動神経の支配を受ける。 || 5:骨はカルシウムなどの貯蔵には関与しない。	ANS:4	FLAGS:CORRECT_LONGER_35PCT
RS26-019	第2章	中枢神経系と末梢神経系	H=B(1)	Q:中枢神経系と末梢神経系に関する記述のうち、正しいものはどれか。	1:中枢神経系は脳と脊髄からなる。 || 2:末梢神経系は脳と脊髄だけからなる。 || 3:自律神経系は随意運動だけを支配する。 || 4:交感神経と副交感神経は常に同じ作用を示す。 || 5:神経系は内臓機能の調節には関与しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR
RS26-020	第2章	薬の吸収と生体内運命	H=B-(2)	Q:薬の吸収と生体内運命に関する記述のうち、正しいものはどれか。	1:血中濃度が最小有効濃度を超えると、一般に薬効が現れ得る。 || 2:内服薬は消化管から吸収されず、すべて直接血液へ入る。 || 3:肝臓での代謝は医薬品成分に影響を与えない。 || 4:腎臓は医薬品成分や代謝物の排泄に関与しない。 || 5:血中濃度が高いほど副作用の可能性は必ず低くなる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS
RS26-021	第2章	薬の体内での働き	H=B-(3)	Q:薬の体内での働きに関する記述のうち、正しいものはどれか。	1:医薬品成分は必ず細胞を直接破壊して作用する。 || 2:医薬品成分は受容体や酵素などの働きに影響して作用することがある。 || 3:薬理作用は投与量と無関係である。 || 4:同じ成分なら人による反応差は生じない。 || 5:局所作用する薬は副作用を起こさない。	ANS:2	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-022	第2章	剤形ごとの違いと適切な使用	H=C(5)	Q:剤形ごとの違いと適切な使用に関する記述のうち、正しいものはどれか。	1:腸溶錠は効果を早めるため、必ず噛み砕いて服用する。 || 2:錠剤は一般に胃や腸で崩壊して成分が溶け出すが、腸溶錠などは噛まずに服用する必要がある。 || 3:カプセル剤はすべて内容物を取り出して服用する。 || 4:外用薬は用法・用量を守る必要がない。 || 5:剤形が異なっても使用方法はすべて同じである。	ANS:2	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS,CORRECT_LONGER_35PCT
RS26-023	第2章	全身・精神神経系の主な副作用	H=B-(3)	Q:全身・精神神経系に現れる主な副作用に関する記述のうち、正しいものはどれか。	1:アナフィラキシーは通常、数週間かけてゆっくり進行するだけである。 || 2:アナフィラキシーは医薬品使用後、短時間で全身症状が急速に進行することがある。 || 3:スティーブンス・ジョンソン症候群では皮膚症状は現れない。 || 4:副作用による肝機能障害では倦怠感や黄疸は起こらない。 || 5:精神神経系の副作用に眠気やめまいは含まれない。	ANS:2	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-024	第2章	局所に現れる主な副作用	H=D(6)	Q:局所に現れる主な副作用に関する記述のうち、正しいものはどれか。	1:接触皮膚炎は内服薬だけで起こり、外用薬では起こらない。 || 2:接触皮膚炎は外用薬などが皮膚に接触した部位に、発赤・かゆみ・腫れなどを生じることがある。 || 3:点眼薬では局所の刺激感は副作用にならない。 || 4:副作用による皮膚症状が出ても、同じ薬を塗り続けるのが原則である。 || 5:局所副作用は全身状態と無関係なので相談は不要である。	ANS:2	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
RS26-069	第2章	肝臓の働き	H=B(0)	Q:肝臓の働きに関する記述のうち、正しいものはどれか。	1:胆汁をつくる働きがある。 || 2:尿を蓄える器官である。 || 3:酸素と二酸化炭素の交換を行う。 || 4:音を感じる感覚器官である。 || 5:血液を濾過して尿をつくる。	ANS:1	FLAGS:
RS26-070	第2章	小腸と大腸	H=B-(2)	Q:小腸と大腸の働きに関する記述のうち、正しいものはどれか。	1:栄養分の大部分は主として小腸で吸収される。 || 2:大腸では胃酸が分泌される。 || 3:小腸では消化は行われない。 || 4:大腸では水分の吸収は行われない。 || 5:胆汁は大腸でつくられる。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
RS26-071	第2章	自律神経系	H=B-(2)	Q:自律神経系に関する記述のうち、正しいものはどれか。	1:交感神経と副交感神経は、内臓機能などを調節する。 || 2:自律神経は骨だけに存在する。 || 3:自律神経は意識してのみ働く。 || 4:副交感神経は常に心拍数を増加させる。 || 5:交感神経は消化管や血管に影響しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_20PCT
RS26-072	第2章	薬の代謝	H=B(1)	Q:医薬品成分の代謝に関する記述のうち、正しいものはどれか。	1:肝臓は医薬品成分の代謝に重要な役割を持つ。 || 2:代謝された成分は必ず元の成分より作用が強くなる。 || 3:内服薬は肝臓を通過することがない。 || 4:代謝は医薬品の持続時間に影響しない。 || 5:肝機能低下は医薬品の作用に影響しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR
RS26-073	第2章	腎臓と排泄	H=B(1)	Q:医薬品成分の排泄に関する記述のうち、正しいものはどれか。	1:腎臓は医薬品成分や代謝物の排泄に関与する。 || 2:腎機能が低下すると医薬品成分は必ず速く排泄される。 || 3:尿は肝臓でつくられる。 || 4:腎臓は水分・電解質の調節を行わない。 || 5:排泄は血中濃度に影響しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR
RS26-074	第2章	無菌性髄膜炎	H=B-(2)	Q:医薬品による無菌性髄膜炎が疑われる症状として、最も適切なものはどれか。	1:発熱、激しい頭痛、首筋のつっぱり、吐き気・嘔吐など。 || 2:黄疸、褐色尿、全身倦怠感など。 || 3:息切れ、息苦しさ、空咳、発熱など。 || 4:高熱、目の充血、口唇のびらん、広範囲の発疹など。 || 5:排尿困難、尿量減少、むくみなど。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
RS26-075	第2章	間質性肺炎	H=B(0)	Q:間質性肺炎が疑われる症状として、最も適切なものはどれか。	1:息切れ、息苦しさ、空咳、発熱など。 || 2:高熱、目の充血、口唇のびらん、広範囲の発疹など。 || 3:発熱、激しい頭痛、首筋のつっぱり、吐き気など。 || 4:黄疸、褐色尿、全身倦怠感など。 || 5:顔面蒼白、冷汗、意識の混濁など。	ANS:1	FLAGS:
RS26-076	第2章	眼圧上昇と排尿困難	H=C(4)	Q:抗コリン作用によって起こり得る症状の組合せとして、適切なものはどれか。	1:口渇や排尿困難、眼圧上昇など。 || 2:必ず血糖低下だけが起こる。 || 3:骨折だけが起こる。 || 4:聴力が必ず改善する。 || 5:発毛だけが起こる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT
RS26-025	第3章	かぜ薬	H=B-(2)	Q:かぜ薬に関する記述のうち、正しいものはどれか。	1:かぜ薬はかぜの原因となるウイルスを直接死滅させることを主目的とする。 || 2:かぜ薬は発熱、鼻水、せき、のどの痛みなどの諸症状を緩和するために用いられる。 || 3:高熱や激しい頭痛がある場合でも、必ず一般用かぜ薬だけで対応する。 || 4:複数のかぜ薬を併用しても成分重複は起こらない。 || 5:症状が長引いても受診を考える必要はない。	ANS:2	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS
RS26-026	第3章	解熱鎮痛薬	H=B-(3)	Q:解熱鎮痛薬に関する記述のうち、正しいものはどれか。	1:アセトアミノフェン、エテンザミド、無水カフェインの組合せはACE処方と呼ばれる。 || 2:解熱鎮痛薬は痛みの原因疾患を必ず治癒させる。 || 3:解熱鎮痛成分は複数製品を併用しても重複しない。 || 4:発熱は体の防御反応とは無関係である。 || 5:用法・用量を超えて服用しても副作用リスクは増えない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-027	第3章	眠気を促す薬・防ぐ薬・乗物酔い防止薬	H=B-(2)	Q:眠気を促す薬・防ぐ薬・乗物酔い防止薬に関する記述のうち、正しいものはどれか。	1:抗ヒスタミン成分は、乗物酔いに伴うめまいや吐き気の予防に用いられることがある。 || 2:眠気防止薬は十分な睡眠の代わりとして連用する薬である。 || 3:抗ヒスタミン成分を含む薬では眠気は起こらない。 || 4:乗物酔い防止薬は乗車後に症状が強くなってからだけ使用する。 || 5:カフェインを大量に摂取しても不眠や動悸は生じない。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
RS26-028	第3章	鎮咳去痰薬・口腔咽喉薬	H=C(4)	Q:鎮咳去痰薬・口腔咽喉薬に関する記述のうち、正しいものはどれか。	1:鎮咳去痰薬は、せきを鎮めたり痰の排出を助けたりする目的で用いられる。 || 2:せきが長期間続いても、原因疾患を考える必要はない。 || 3:鎮咳成分は用量を増やすほど安全性が高くなる。 || 4:口腔咽喉薬は必ず飲み込んで全身作用を得ることを目的とする。 || 5:トローチ剤はすぐ噛み砕いて飲み込むのが原則である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT
RS26-029	第3章	胃薬・腸薬・胃腸鎮痛鎮痙薬	H=B-(3)	Q:胃薬・腸薬・胃腸鎮痛鎮痙薬に関する記述のうち、正しいものはどれか。	1:制酸成分は胃酸を中和し、胃酸による刺激を和らげる目的で用いられる。 || 2:下痢が続き血便があっても、止瀉薬だけで様子を見るのが原則である。 || 3:便秘薬は毎日多量に連用するほど効果が安定する。 || 4:胃腸鎮痛鎮痙薬は腹痛の原因にかかわらず必ず使用できる。 || 5:整腸成分は腸内環境とは無関係である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_20PCT
RS26-030	第3章	強心薬・高コレステロール改善薬・貧血用薬	H=B-(2)	Q:強心薬・高コレステロール改善薬・貧血用薬に関する記述のうち、正しいものはどれか。	1:鉄製剤は鉄欠乏性貧血における鉄分の補給を目的として用いられる。 || 2:貧血用薬は原因に関係なくすべての貧血を治療できる。 || 3:鉄製剤では胃腸障害などの副作用は起こらない。 || 4:高コレステロール改善薬を使えば食生活の改善は不要である。 || 5:強い胸痛がある場合は一般用強心薬で長期間様子を見るのが原則である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS
RS26-031	第3章	痔の薬・泌尿器用薬・婦人薬	H=C(4)	Q:痔の薬・泌尿器用薬・婦人薬に関する対応として、正しいものはどれか。	1:痔出血が大量でも一般用痔疾用薬だけで長期間様子を見る。 || 2:出血が多い、長く続くなどの場合は他の疾患も考え、受診を勧める。 || 3:排尿痛や血尿が続いても必ず一般用泌尿器用薬で対応できる。 || 4:婦人薬は妊娠の有無を確認せず使用できる。 || 5:痔疾用外用薬は内服して使用する。	ANS:2	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,HEDGE_VS_ABSOLUTE_PATTERN
RS26-032	第3章	内服アレルギー用薬・鼻炎用薬・眼科用薬	H=B-(3)	Q:内服アレルギー用薬・鼻炎用薬・眼科用薬に関する記述のうち、正しいものはどれか。	1:抗ヒスタミン成分は、ヒスタミンが受容体に結合するのを妨げ、アレルギー症状を和らげる。 || 2:抗ヒスタミン成分には眠気を生じるものはない。 || 3:点眼薬は容器の先端を眼球に触れさせて使用する。 || 4:鼻炎用点鼻薬は長期間使うほど鼻づまりが改善し続ける。 || 5:アレルギー症状が重く呼吸困難があっても一般用薬だけで対応する。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-033	第3章	皮膚に用いる薬・歯や口中に用いる薬	H=B-(3)	Q:皮膚に用いる薬・歯や口中に用いる薬に関する記述のうち、正しいものはどれか。	1:外用ステロイド薬は症状がなくても広範囲へ長期間使用するのが原則である。 || 2:外用ステロイド薬は湿疹・皮膚炎などの炎症を抑える目的で用いられるが、漫然と広範囲・長期間使用しない。 || 3:化膿した患部にはどの外用薬でも自由に使用できる。 || 4:口内炎が長期間治らなくても受診は不要である。 || 5:歯痛薬はむし歯そのものを修復する。	ANS:2	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-034	第3章	禁煙補助剤・滋養強壮保健薬	H=B-(3)	Q:禁煙補助剤・滋養強壮保健薬に関する記述のうち、正しいものはどれか。	1:ニコチンを含む禁煙補助剤は、喫煙しながら併用するほど安全である。 || 2:禁煙補助剤は、禁煙時のニコチン離脱症状を軽減して禁煙を助ける目的で用いられる。 || 3:禁煙補助剤を使えば禁煙の意思や行動変容は不要である。 || 4:ビタミン剤は大量に摂取するほど健康効果が高まる。 || 5:滋養強壮保健薬は食事の代替として使用する。	ANS:2	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
RS26-035	第3章	漢方処方製剤・生薬製剤	H=B-(2)	Q:漢方処方製剤・生薬製剤に関する記述のうち、正しいものはどれか。	1:漢方処方製剤は天然物由来なので、副作用や相互作用は起こらない。 || 2:漢方処方製剤は症状名だけが同じなら、体質に関係なく同じ処方を選ぶ。 || 3:漢方処方製剤も、体質や症状に合った選択と副作用・相互作用への注意が必要である。 || 4:複数の漢方薬を併用しても同じ生薬が重複することはない。 || 5:症状が悪化しても長期間使用を続けるのが原則である。	ANS:3	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_20PCT
RS26-036	第3章	消毒薬・殺虫剤・一般用検査薬	H=D(6)	Q:消毒薬・殺虫剤・一般用検査薬に関する記述のうち、正しいものはどれか。	1:消毒薬は濃度が高いほど常に安全で効果的である。 || 2:殺虫剤は人体に直接使用しないため、誤使用による健康影響を考える必要はない。 || 3:一般用検査薬の結果だけで病気を確定診断できる。 || 4:消毒薬は対象物や用途に応じて適切な濃度・使用方法を守る必要がある。 || 5:検査結果が陰性なら症状があっても受診は不要である。	ANS:4	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS,CORRECT_LONGER_20PCT,HEDGE_VS_ABSOLUTE_PATTERN
RS26-077	第3章	かぜ薬の選択	H=B-(2)	Q:かぜ薬を選ぶ際の考え方として、適切なものはどれか。	1:症状がない成分も多く含むほど安全である。 || 2:現在の症状に必要な成分を中心に選び、不要な成分の重複を避ける。 || 3:複数の総合感冒薬を同時に使う。 || 4:治療中の病気や併用薬は確認しない。 || 5:発熱が続いても漫然と連用する。	ANS:2	FLAGS:CORRECT_LONGER_35PCT
