TH-R2-2-010	第2章	内耳	H=B(1)	Q:内耳の働きに関する組合せとして正しいものはどれか。	1:蝸牛―聴覚、前庭・半規管―平衡感覚 || 2:蝸牛―嗅覚、半規管―味覚 || 3:蝸牛―尿生成、前庭―血液凝固 || 4:蝸牛―消化、半規管―胆汁産生 || 5:蝸牛―造血、前庭―呼吸	ANS:1	FLAGS:CORRECT_LONGER_20PCT
TH-R2-2-011	第2章	血小板	H=B-(2)	Q:血小板の主な働きとして正しいものはどれか。	1:血管が傷ついたときの止血・血液凝固に関与する。 || 2:酸素を主に運搬する。 || 3:抗体を産生する。 || 4:胆汁を運搬する。 || 5:尿を濃縮する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-012	第2章	赤血球	H=B-(3)	Q:赤血球の主な働きとして正しいものはどれか。	1:ヘモグロビンにより酸素を運搬する。 || 2:抗体を産生する。 || 3:血液凝固因子をすべて産生する。 || 4:胆汁を産生する。 || 5:神経伝達を行う。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-2-013	第2章	白血球	H=B-(2)	Q:白血球について正しいものはどれか。	1:感染防御など免疫機能に関与する。 || 2:主に酸素を運ぶ。 || 3:主に血液凝固を行う。 || 4:尿の濃縮を行う。 || 5:胃酸を中和する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-014	第2章	リンパ系	H=B-(2)	Q:リンパ系の働きとして正しいものはどれか。	1:組織液の回収や免疫機能に関与する。 || 2:胃液の分泌だけを行う。 || 3:尿を生成する。 || 4:酸素を直接運搬する唯一の経路である。 || 5:水晶体の厚さを調節する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-015	第2章	骨髄と造血	H=B-(2)	Q:骨髄の働きとして正しいものはどれか。	1:赤血球、白血球、血小板などの血球産生に関与する。 || 2:胆汁を産生する。 || 3:尿を蓄える。 || 4:胃酸を分泌する。 || 5:光を神経信号へ変換する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-016	第2章	角膜	H=B-(3)	Q:角膜について正しいものはどれか。	1:眼球前面にあり、光を屈折させる働きに関与する。 || 2:涙液を産生する腺そのものである。 || 3:光を感じる視細胞が集中する。 || 4:耳小骨の一つである。 || 5:眼圧を必ず低下させる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-2-017	第2章	網膜	H=B-(2)	Q:網膜の働きとして正しいものはどれか。	1:光刺激を受けて神経信号へ変換する。 || 2:水晶体の厚さを直接変える。 || 3:涙液を分泌する。 || 4:耳垢をつくる。 || 5:鼻腔の異物を排出する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-018	第2章	中耳	H=B-(2)	Q:中耳にある耳小骨の役割として正しいものはどれか。	1:鼓膜の振動を内耳へ伝える。 || 2:光を屈折させる。 || 3:匂いを感じる。 || 4:味を感じる。 || 5:血圧を調節する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-019	第2章	皮膚	H=B-(2)	Q:皮膚の働きとして正しいものはどれか。	1:外界から身体を保護し、感覚や体温調節にも関与する。 || 2:胆汁を産生する。 || 3:尿を生成する。 || 4:赤血球だけを産生する。 || 5:食物を消化する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-2-020	第2章	外用薬の全身移行	H=D(8)	Q:外用薬の作用について正しいものはどれか。	1:皮膚に使用する薬でも、成分や使用部位・範囲によっては吸収され全身性の作用や副作用が生じることがある。 || 2:外用薬は皮膚から一切吸収されない。 || 3:外用薬には用量・使用範囲の制限がない。 || 4:傷のある皮膚ほど必ず安全である。 || 5:外用薬では副作用が起こらない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN,CORRECT_STYLE_OUTLIER
TH-R2-3-001	第3章	イソプロピルアンチピリン	H=C(4)	Q:イソプロピルアンチピリンについて正しいものはどれか。	1:ピリン系の解熱鎮痛成分であり、過去にピリン系成分でアレルギーを起こした人では注意が必要である。 || 2:抗真菌成分である。 || 3:止瀉成分である。 || 4:去痰成分である。 || 5:鉄補給成分である。	ANS:1	FLAGS:CORRECT_LONGER_35PCT,CORRECT_STYLE_OUTLIER
TH-R2-3-002	第3章	エテンザミド	H=B-(2)	Q:エテンザミドについて正しいものはどれか。	1:解熱鎮痛成分として用いられ、他の解熱鎮痛成分との重複に注意する。 || 2:抗真菌薬である。 || 3:瀉下薬である。 || 4:去痰薬である。 || 5:点鼻用血管収縮薬である。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-003	第3章	イブプロフェン	H=B-(3)	Q:イブプロフェンを含む一般用解熱鎮痛薬について適切な説明はどれか。	1:年齢や妊娠等に関する使用上の注意を製品ごとに確認する必要がある。 || 2:誰でも年齢に関係なく使用できる。 || 3:妊娠中の注意は一切ない。 || 4:他の解熱鎮痛薬との併用ほど安全である。 || 5:用量を増やすほど副作用が減る。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-3-004	第3章	抗ヒスタミン成分	H=B-(2)	Q:抗ヒスタミン成分の一般的な作用として正しいものはどれか。	1:ヒスタミンの作用を受容体で妨げ、くしゃみや鼻水などを和らげる。 || 2:細菌を直接殺菌する。 || 3:胃酸を中和する。 || 4:便を軟らかくする。 || 5:鉄を補給する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-005	第3章	抗ヒスタミン成分の抗コリン様作用	H=B-(2)	Q:第一世代の抗ヒスタミン成分で眠気以外に注意する症状として適切なのはどれか。	1:口渇や排尿困難など。 || 2:必ず低血糖だけ。 || 3:鉄欠乏だけ。 || 4:骨密度上昇。 || 5:視力の永久的改善。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_20PCT
TH-R2-3-006	第3章	カフェイン	H=B-(3)	Q:眠気防止薬に含まれるカフェインについて正しいものはどれか。	1:一時的に眠気を抑えるが、睡眠不足そのものを解消するものではない。 || 2:不眠症の治療を目的とする。 || 3:大量摂取ほど安全である。 || 4:動悸は起こらない。 || 5:睡眠が不要になる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-3-007	第3章	ブロモバレリル尿素	H=B-(3)	Q:ブロモバレリル尿素を含む鎮静薬等について注意すべき点はどれか。	1:依存や眠気などに注意し、漫然と連用しない。 || 2:長期連用ほど安全性が高い。 || 3:眠気を全く生じない。 || 4:大量服用しても問題ない。 || 5:運転能力へ影響しない。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-3-008	第3章	ジヒドロコデイン	H=B-(2)	Q:ジヒドロコデインについて正しいものはどれか。	1:鎮咳成分として用いられ、便秘や眠気等に注意するほか濫用防止の観点も重要である。 || 2:制酸成分である。 || 3:抗真菌成分である。 || 4:鉄補給成分である。 || 5:点眼用収れん成分である。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-009	第3章	ノスカピン	H=B(0)	Q:ノスカピンの主な用途として適切なのはどれか。	1:鎮咳 || 2:制酸 || 3:瀉下 || 4:抗真菌 || 5:鉄補給	ANS:1	FLAGS:
TH-R2-3-010	第3章	ブロムヘキシン	H=B-(2)	Q:ブロムヘキシン塩酸塩の主な目的として適切なのはどれか。	1:痰を出しやすくする去痰作用。 || 2:胃酸を中和する。 || 3:真菌を殺す。 || 4:鉄を補給する。 || 5:鼻粘膜を収縮させる。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-011	第3章	トローチ	H=B-(2)	Q:トローチ剤の一般的な使用方法として適切なのはどれか。	1:口中でゆっくり溶かして局所に作用させる。 || 2:すぐ噛み砕いて水で流し込む。 || 3:鼻腔へ挿入する。 || 4:皮膚へ塗る。 || 5:眼へ点眼する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-012	第3章	うがい薬	H=C(5)	Q:うがい薬の使用について適切なのはどれか。	1:製品の用法に従って希釈等を行い、飲用目的でないものは飲み込まない。 || 2:濃いほど必ず安全である。 || 3:大量に飲み込むほど効果が高い。 || 4:用法・用量は不要である。 || 5:どの成分でも妊娠中の注意は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_3PLUS,CORRECT_LONGER_35PCT
TH-R2-3-013	第3章	炭酸水素ナトリウム	H=B-(2)	Q:炭酸水素ナトリウムを含む制酸薬について特に注意が必要な人として適切なのはどれか。	1:ナトリウム摂取制限を受けている人。 || 2:水虫の人だけ。 || 3:近視の人だけ。 || 4:花粉症の人だけ。 || 5:虫歯の人だけ。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-014	第3章	健胃成分	H=B-(2)	Q:健胃成分の目的として最も適切なのはどれか。	1:味覚や嗅覚を刺激するなどして胃の働きを助ける。 || 2:胃酸を完全に停止させる。 || 3:腸内細菌を全て除去する。 || 4:咳を抑える。 || 5:皮膚真菌を殺す。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-015	第3章	消化酵素	H=B(0)	Q:消化酵素を配合した胃腸薬の目的として適切なのはどれか。	1:消化を助ける。 || 2:血圧を下げる。 || 3:鼻水を止める。 || 4:水虫を治療する。 || 5:眠気を防ぐ。	ANS:1	FLAGS:
TH-R2-3-016	第3章	ロペラミド	H=C(4)	Q:ロペラミドを含む止瀉薬について適切なのはどれか。	1:年齢制限や感染性下痢が疑われる場合の注意を確認し、漫然と使用しない。 || 2:15歳未満でも成人量を使用する。 || 3:血便や高熱があっても必ず使う。 || 4:感染性下痢では腸運動を止めるほど安全である。 || 5:脱水への配慮は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT
TH-R2-3-017	第3章	収れん性止瀉成分	H=B-(2)	Q:収れん作用を利用する止瀉成分の一般的な目的はどれか。	1:腸粘膜を収れんさせ、下痢症状を和らげる。 || 2:胆汁を増やす。 || 3:咳を抑える。 || 4:真菌を殺す。 || 5:鉄を補う。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-018	第3章	センナ・センノシド	H=B-(2)	Q:センナ・センノシドを含む瀉下薬について正しいものはどれか。	1:大腸を刺激して排便を促す成分で、妊娠中などでは使用上の注意を確認する。 || 2:胃酸を中和する成分である。 || 3:咳を抑える成分である。 || 4:抗真菌成分である。 || 5:鼻粘膜を収縮させる成分である。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-019	第3章	ヒマシ油	H=B-(2)	Q:ヒマシ油を含む瀉下薬について注意する事項として適切なのはどれか。	1:駆虫薬と同時に使用すると薬物の吸収を促すおそれがあるため、併用を避ける。 || 2:どの薬とも自由に併用できる。 || 3:抗真菌薬として使う。 || 4:点眼薬として使う。 || 5:眠気防止に使う。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-020	第3章	胃粘膜保護成分	H=B-(2)	Q:胃粘膜保護成分を配合する胃腸薬の目的として適切なのはどれか。	1:荒れた胃粘膜を保護・修復する方向に働く。 || 2:咳中枢を抑える。 || 3:鼻粘膜を収縮させる。 || 4:真菌を殺す。 || 5:鉄を補給する。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-021	第3章	鉄剤の副作用	H=C(4)	Q:鉄製剤を服用した際にみられることがある症状として適切なのはどれか。	1:便の黒色化や胃腸症状。 || 2:必ず低血糖。 || 3:必ず発毛。 || 4:視力の永久的改善。 || 5:真菌感染の治癒。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT
TH-R2-3-022	第3章	痔疾用薬	H=B-(2)	Q:痔疾用薬を使用する際、受診を優先すべき状況はどれか。	1:出血が多い、長く続く、黒い便が出るなど他疾患が疑われる場合。 || 2:軽い一時的な違和感のみ。 || 3:用法どおり短期間使用して改善傾向がある場合。 || 4:外用薬の使用前に手を洗う場合。 || 5:排便時のいきみを減らす生活改善を行う場合。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-023	第3章	泌尿器用薬	H=C(4)	Q:排尿痛や血尿が続く人への対応として適切なのはどれか。	1:一般用医薬品だけで長期間対処せず、受診を勧める。 || 2:どの泌尿器症状も自己治療だけでよい。 || 3:血尿は必ず無害である。 || 4:発熱を伴っても受診不要である。 || 5:用量を増やせば原因疾患を治せる。	ANS:1	FLAGS:CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R2-3-024	第3章	婦人薬	H=D(6)	Q:婦人薬を使用する相談で不正出血がある場合の対応として適切なのはどれか。	1:原因疾患の確認が必要なことがあるため、受診を勧める。 || 2:必ず婦人薬だけで止血する。 || 3:妊娠の可能性は確認しない。 || 4:長期間続いても受診不要である。 || 5:用量を増やして様子を見る。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS,CORRECT_LONGER_35PCT,HEDGE_VS_ABSOLUTE_PATTERN
TH-R2-3-025	第3章	鼻炎用内服薬と排尿困難	H=B-(3)	Q:前立腺肥大による排尿困難がある人が鼻炎用内服薬を希望している。確認すべき理由として適切なのはどれか。	1:抗ヒスタミン成分等の抗コリン様作用で排尿困難が悪化する場合があるため。 || 2:鼻炎用内服薬は必ず排尿を改善するため。 || 3:前立腺肥大と医薬品は無関係だから。 || 4:抗ヒスタミン成分は泌尿器へ影響しないから。 || 5:用量を増やすほど排尿しやすくなるから。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT
TH-R2-3-026	第3章	点鼻用血管収縮成分	H=B-(2)	Q:血管収縮成分を含む点鼻薬の使用について適切なのはどれか。	1:長期間・頻回に使い続けると、かえって鼻づまりが悪化することがある。 || 2:使うほど鼻粘膜への影響がなくなる。 || 3:内服薬との重複は考えなくてよい。 || 4:年齢に関する注意は存在しない。 || 5:用法・用量を超えても安全である。	ANS:1	FLAGS:CORRECT_LONGER_35PCT
TH-R2-3-027	第3章	点眼薬と事前相談	H=C(5)	Q:一般用点眼薬を求める人が、はげしい目の痛みを訴えている。使用前の対応として最も適切なのはどれか。	1:自己判断で点眼を続けず、医師・薬剤師または登録販売者に相談し、症状に応じて眼科受診を検討する。 || 2:一般用点眼薬なら症状に関係なく自由に使用できる。 || 3:はげしい目の痛みは点眼薬の相談事項ではない。 || 4:用量を増やして痛みが消えるまで様子を見る。 || 5:複数の点眼薬を同時に使えば相談は不要である。	ANS:1	FLAGS:ABSOLUTE_DISTRACTOR,CORRECT_LONGER_35PCT,CORRECT_STYLE_OUTLIER
TH-R2-3-028	第3章	人工涙液	H=B-(2)	Q:人工涙液等の点眼薬の目的として適切なのはどれか。	1:目の乾燥感などを和らげる。 || 2:白内障を必ず治癒させる。 || 3:緑内障を自己治療する。 || 4:細菌感染を必ず根治する。 || 5:視力を永久に回復させる。	ANS:1	FLAGS:ABSOLUTE_DISTRACTORS_2PLUS
