id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P109-055	109	55	必須	薬剤	下の模式図で表される経口徐放性製剤の放出制御膜として、適切なのはどれか。 1つ選べ。 薬物放出口 薬物層 放出制御膜 プッシュ層	"[""糖衣"",""半透膜"",""腸溶性皮膜"",""生分解性皮膜"",""イオン交換樹脂膜 必須問題 【病態・薬物治療】""]"	singleChoice	1	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-069	109	69	必須	病態・薬物治療	下図の 1 ～ 5 は、既存薬Ｘを対照とした新薬Ｙの非劣性を検討した ₅ つの臨床 試験の結果について、両群の差の ₉₅％信頼区間を示したものである。あらかじめ 設定された非劣性マージンが -D のとき、両側 ₅ ％水準で非劣性が結論づけられ るのはどれか。1つ選べ。 -D ₀ 既存薬Ｘが優る 新薬Ｙが優る	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-093	109	93	理論	物理	次の記述は、日本薬局方メフェナム酸の純度試験中の類縁物質に関するもので ある。 本品 ₀ . ₁₀ g をクロロホルム／メタノール混液（ ₃：₁ ） ₅ mL に溶かし、試料溶 液とする。この液 ₁ mL を正確に量り、クロロホルム／メタノール混液（ ₃：₁ ） を加えて正確に ₂₀₀ mL とする。この液 ₁₀ mL を正確に量り、クロロホルム／メタ ノール混液（ ₃：₁ ）を加えて正確に ₅₀ mL とし、標準溶液とする。これらの液に つき、薄層クロマトグラフィー（薄層板に蛍光剤を含む）により試験を行う。試料 溶液及び標準溶液 ₂₅ nL ずつを薄層板にスポットし、展開後風乾した薄層板に紫外 線（主波長 ₂₅₄ nm）を照射するとき、試料溶液から得た主スポット以外のスポッ トは、標準溶液から得たスポットより濃くない。 類縁物質の混入が許容される限度値はどれか。1つ選べ。	"[""₀ . ₁％"",""₀ . ₂％"",""₁ . ₀％"",""₂ . ₀％"",""₂ . ₅％""]"	singleChoice	0	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-095	109	95	理論	物理	図はある蛍光物質の励起スペクトルと蛍光スペクトルである。 励起スペクトル 蛍光スペクトル 相対蛍光強度 （励起波長 m1） （蛍光波長 m2） m1 m2 波長 この励起スペクトルの極大波長（励起波長）が m1、蛍光スペクトルの極大波長 （蛍光波長）が m2 であるとすると、この蛍光物質の励起波長の光のエネルギーと 蛍光波長の光のエネルギーとの間のエネルギー差を求める式はどれか。1つ選べ。 ただし、プランク定数は h、光速度は c とする。 hc（m2 - m1） m1 m2 h（m2 - m1） cm1 m2 c m2 - m1） （ hm1 m2 m1 m2 hc（m2 - m1） cm1 m2 h（m2 - m1）	[]	singleChoice	0	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-100	109	100	理論	物理	ガスクロマトグラフィーに関する記述のうち、正しいのはどれか。2つ選べ。	"[""電子捕獲検出器は、主に C︲H 結合を有する有機化合物の検出に用いられる。"",""定量には内標準法が用いられるが、絶対検量線法は用いられない。"",""難揮発性物質の誘導体化の ₁ つにトリメチルシリル化がある。"",""カラム恒温槽の温度をある温度から一定速度で上昇させると、上昇させない場 合と比較して分離時間が長くなる。"",""電子イオン化及び化学イオン化はガスクロマトグラフィー／質量分析法のイオ ン化法に用いられる。""]"	multiChoice	[2,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-101	109	101	理論	化学	以下のアンモニウムイオンのうち、pKa 値が最小なのはどれか。1つ選べ。 H H H H H H H H H H H H H H H N＋ N＋ N＋ N＋ N＋ Cl OCH3 CH3 NO2 1 2 3 4 5	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-103	109	103	理論	化学	電子移動を示す矢印で記した機構が主となって、実際に進行し、生成物が得ら れる反応はどれか。1つ選べ。 Br H H- H3C H Br H Br H 1 ＋ H3C H3C H H3C H H3C H H3C H H H Cl Cl Cl - C ＋ Cl Cl Cl H H CH3 3 CH3 H B H B H H H H - Br Br 4 Br ＋ Br Br Br Cl O Cl O OH O O 5 H3C H H3C H H CH3 O O H Cl H CH3 H3C H H CH3 O OH	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-104	109	104	理論	化学	ビタミン B 1 欠乏症の予防及び治療に用いられるフルスルチアミンは、ビタミ ン B 1（チアミン）の消化管吸収効率を改善したプロドラッグであり、体内でジス ルフィド結合が還元された後、閉環してビタミン B 1 となる。ビタミン B 1 の構造 として、正しいのはどれか。1つ選べ。 H H3C N NH2 O H N S 還元 ビタミン B1 S + HS O OHC N OH （体内） （チアミン） 及び鏡像異性体 CH3 及び鏡像異性体 フルスルチアミン H3C N NH2 H3C N NH2 H3C N NH2 N N N ＋ ＋ N CH3 N CH3 N CH3 O HS HO S OH O OH S OH 1 2 3 H3C N NH2 H3C N NH2 N N ＋ ＋ N CH3 N CH3 O OH S OH 4 5	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-106	109	106	理論	化学	下図に示したように、乳酸脱水素酵素（乳酸デヒドロゲナーゼ）はピルビン酸 から L︲乳酸への変換を触媒する。この酵素の活性中心に関する記述のうち、正し いのはどれか。2つ選べ。 O H OH NADH，H＋ OH OH H3C H3C 乳酸脱水素酵素 O O ピルビン酸 L︲乳酸 HN H アミノ酸残基 168 番 O O - O Arg 109 H NH N H ＋ His 195 H2N ＋ N N H H O O H3C H H - N O H H ＋ H H2NOC N N Arg 171 H H NADH N R 乳酸脱水素酵素の活性中心（模式図）	"[""₁₀₉ 番の Arg はピルビン酸のカルボニル炭素の求電子性を高めている。"",""₁₆₈ 番のアミノ酸残基はアスパラギンである。"",""₁₇₁ 番の Arg とピルビン酸との主たる相互作用は、分散力によるものである。"",""₁₉₅ 番の His はピルビン酸に対してブレンステッド酸としてはたらく。"",""NADH はピルビン酸に対してプロトン供与体としてはたらく。""]"	multiChoice	[0,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-107	109	107	理論	化学	下図は、ある化合物の H︲NMR スペクトル〔₄₀₀ MHz、CDCl3、基準物質はテ トラメチルシラン（TMS）〕を示したものである。この化合物の構造式として正し いのはどれか。1つ選べ。なお、×印のシグナルは CDCl3 溶媒中に含まれる CHCl3 のプロトンに由来するシグナルであり、エのピークは重水（D2O）を添加するとほ ぼ消失した。 アの拡大図 キの拡大図 カの拡大図 オの拡大図 ウ、イの拡大図 ア ₆H ₇.₉ ₇.₈ ₆.₇ ₆.₆ ₄.₄ ₄.₃ ₂.₉ ₂.₈ ₂.₇ ₂.₆ TMS × イ ₁.₁ ₁.₀ ₄H オ ウ カ ₂H ₂H H2O キ ₂H ₂H エ ₂H ppm ₈.₀ ₇.₀ ₆.₀ ₅.₀ ₄.₀ ₃.₀ ₂.₀ ₁.₀ ₀ O O CH3 O O CH3 O CH3 N CH3 O O H3C N H2N NH2 NH2 1 2 3 CH3 CH3 O O N CH3 N CH3 O O HO H2N 4 5	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-110	109	110	理論	化学	−111 解糖系では、下の図 ₁ のように、D︲グルコースが D︲フルクトース ₁ , ₆︲ビ スリン酸へと変換されたのちに、 ₂ 分子のピルビン酸へと分解される。 図₁ CHO CH2OPO32- H OH O O HO H HO H #₂ H OH H OH H3C CO2H H OH H OH ピルビン酸 CH2OH CH2OPO32- D︲グルコース D︲フルクトース ₁ , ₆︲ビスリン酸 また、図 ₂ のように、D︲フルクトース ₁ , ₆︲ビスリン酸は、アルドラーゼによっ て、代謝物ＡとＢへ変換される。この反応はアルドール反応の逆反応である。 図₂ CH2OPO32- O HO H アルドラーゼ H OH 代謝物Ａ + OPO32- H OH （逆アルドール反応） OHC H OH 代謝物Ｂ CH2OPO32- D︲フルクトース ₁ , ₆︲ビスリン酸 さらに、図 ₃ のように、代謝物ＡとＢは細胞質中で酵素的に相互変換可能であ り、代謝物Ｂはさらに代謝物Ｃを経て、ピルビン酸まで変換される。 図₃ NAD+ NADH + リン酸 + H+ H OH H OH 代謝物Ａ OPO32- 2- O3PO OPO32- OHC 代謝物Ｂ O 代謝物Ｃ O H3C CO2H ピルビン酸 問 110 代謝物Ａの構造として正しいのはどれか。1つ選べ。 1 2 3 H OH O H OH OPO32- HO OPO32- HO OPO32- OHC O 4 5 H OH O OPO3 OPO32- OHC OHC	[]	singleChoice	1	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-112	109	112	理論	生物	下図はヒトの眼球断面の模式図である。図のａ～ｅに関する記述のうち、正し いのはどれか。2つ選べ。 ｄ ｂ ａ ｃ ｅ	"[""ａにある筋肉の収縮・弛緩により、焦点を調節する。"",""ｂは、眼房水を産生し、眼圧の維持に関与する。"",""ｃは、血管のない透明な組織であり、光が透過する。"",""ｄには、桿体細胞と錐体細胞の ₂ 種類の視細胞が存在する。"",""ｅは、黄斑の中心窩である。""]"	multiChoice	[1,2]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-124	109	124	理論	衛生	下図の曲線ア～エは、₁₅ 歳未満、₁₅～₆₄ 歳、₆₅ 歳以上、₇₅ 歳以上のいずれか の年齢区分別人口の割合の推移を、右の数値は ₂₀₂₂ 年における各年齢区分別人口 の割合を示している。年齢区分別人口に関する記述のうち、正しいのはどれか。2 つ選べ。 ₈₀ ア 年齢区分別人口の割合（％） ₇₀ ₆₀ ₅₉ . ₄％ ₅₀ ₄₀ ₃₀ ₂₉ . ₀％ イ ウ ₂₀ ₁₅ . ₅％ ₁₀ ₁₁ . ₆％ エ ₀ ₁₉₅₀ ₅₅ ₆₀ ₆₅ ₇₀ ₇₅ ₈₀ ₈₅ ₉₀ ₉₅ ₂₀₀₀ ₀₅ ₁₀ ₁₅ ₂₀ ₂₂ 年 図 年齢区分別人口の割合の推移（₁₉₅₀ 年～₂₀₂₂ 年） 総務省統計局 人口推計（₂₀₂₂ 年（令和 ₄ 年）₁₀ 月 ₁ 日現在）より作成	"[""アは生産年齢人口の割合を示している。"",""イは ₆₅ 歳以上の老年人口の割合を示している。"",""アとウの和は、従属人口の割合である。"",""イをエで割った値に ₁₀₀ を乗じた値は、老年人口指数である。"",""₂₀₂₂ 年における年少人口指数は、およそ ₁₉ . ₅ である。""]"	multiChoice	[0,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-130	109	130	理論	衛生	甘味料のうち、フェニルケトン尿症患者に対する注意喚起の表示が義務づけら れているのはどれか。1つ選べ。 1 2 H3C O O S O NK O H3C O H O H N O HO N CH3 H H O COOH 3 4 O H O H H H3C N O H2N O N CH3 N CH3 H3C CH3 H HOOC H H O H O COOH H3C COOH CH3 O CH3 CH3 H COONa H CH3 H O O OH H H H H3C CH3 OH H H O COONa H O OH H OH H H OH	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-135	109	135	理論	衛生	下図は、化管法＊ の PRTR 制度における ₂₀₂₁ 年（令和 ₃ 年）度届出排出量・ 移動量の上位 ₁₀ 物質を示したものである。 化合物Ａ 届出排出量 化合物Ｂ 届出移動量 化合物Ｃ クロム及び三価クロム化合物 エチルベンゼン 塩化メチレン ノルマル︲ヘキサン N,N ︲ジメチルホルムアミド ふっ化水素及びその水溶性塩 塩化第二鉄 ₀ ₅ # ₁₀ ₁ # ₁₀ 7 8 届出排出量・移動量［kg/ 年］ ＊ 化管法：特定化学物質の環境への排出量の把握等及び管理の改善の促進に関する法律 令和 ₃ 年度 PRTR データの概要︲化学物質の排出量・移動量の集計結果︲ （令和 ₅ 年 ₃ 月）を基に作成 化合物Ａ～Ｃは以下のア～オのような特徴をもつ化合物である。化合物Ａ～Ｃの 組合せとして正しいのはどれか。1つ選べ。 ア 化合物Ａ及びＣの届出排出量のほぼ全量が大気への排出、化合物Ｂの届出移動 量のほぼ全量が事業所外への廃棄物としての移動である。 イ ヒトの体内で化合物Ａ及びＣは酸化的な代謝を受け、それぞれの代謝物がグリ シン抱合されて尿中に排泄される。 ウ 化合物Ａ及びＣには、室内濃度指針値が定められている。 エ 化合物Ｂへの曝露により、パーキンソン病様の症状が現れることがある。 オ 化合物Ｃは、 ₃ 種類の異性体の混合物である。 化合物Ａ 化合物Ｂ 化合物Ｃ	"[""キシレン 亜鉛の水溶性化合物 ベンゼン"",""キシレン マンガン及びその化合物 トルエン"",""ベンゼン マンガン及びその化合物 キシレン"",""ベンゼン 亜鉛の水溶性化合物 トルエン"",""トルエン 亜鉛の水溶性化合物 キシレン"",""トルエン マンガン及びその化合物 キシレン""]"	singleChoice	5	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-140	109	140	理論	衛生	暑さ指数（WBGT）は、熱中症を予防することを目的として提案された指標で あり、下図に示した装置Ａ～Ｃで測定した結果（［温度 ₁ ］～［温度 ₃ ］のいずれ か）を用いて、次式より算出することができる。 屋外の場合の算出式：WBGT = ₀ . ₇ #［温度 ₁ ］+ ₀ . ₂ #［温度 ₂ ］+ ₀ . ₁ #［温度 ₃ ］ 屋内の場合の算出式：WBGT = ₀ . ₇ #［温度 ₁ ］+ ₀ . ₃ #［温度 ₂ ］ ［温度 ₁ ］～［温度 ₃ ］は、装置Ａ～Ｃのいずれかで測定した温度である。 装置Ａ 装置Ｂ 装置Ｃ 水で湿らせたガーゼ 黒色に塗装した 水を入れた容器 薄い銅板の球 （中は空洞） ある小学校の屋外の運動場で温度を測定した結果、表 ₁ に示す測定値が得られ た。この時の暑さ指数（WBGT）に最も近い値はどれか。1つ選べ。 表₁ 測定結果 装 置 温 度（℃） Ａ ₄₂ . ₀ Ｂ ₃₂ . ₀ Ｃ ₂₆ . ₀	"[""₂₉"",""₃₀"",""₃₂"",""₃₃"",""₃₈""]"	singleChoice	1	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-151	109	151	理論	薬理	グラフは、回腸平滑筋の収縮に対する薬物Ａ～Ｃの濃度︲反応曲線を示す。各 薬物に関する記述のうち、正しいのはどれか。2つ選べ。ただし、薬物Ａ～Ｃは同 一受容体結合部位にのみ作用し、余剰受容体及び内因性アゴニストの存在は考えな いものとする。 ₁₀₀ 反応率︵％︶ 薬物Ａ 薬物Ｂ 薬物Ｃ ₅₀ ₀ ₁₀ ₁₀ ₁₀ ₁₀ ₁₀ ₁₀ -8 -7 -6 -5 -4 -3 濃度（mol/L）	"[""薬物Ａ及び薬物Ｂの内活性は、ともに ₁₀₀ である。"",""薬物Ａの pD2 値は、約 ₇ である。"",""薬物Ｂの効力は、薬物Ａの効力より高い。"",""₁₀ mol/L の薬物Ｂにより生じる反応は、₁₀ mol/L の薬物Ｃの併用により減 -4 -3 少する。"",""薬物Ｃの EC50 値は、₁₀ mol/L である。""]"	multiChoice	[1,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226761.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-170	109	170	理論	薬剤	下図はイトラコナゾールカプセル ₂₀₀ mg を健常人男性（₂₁～₂₈ 歳）₁₂ 名に経 口投与した際の血中濃度（平均値）の時間推移を示す。イトラコナゾールの最高血 中濃度はファモチジンとともに服用した場合、₅₃％に減少した。イトラコナゾール の吸収過程におけるファモチジンとの相互作用及びその回避法に関する記述のう ち、正しいのはどれか。2つ選べ。 血中イトラコナゾール濃度（ng/mL） ₀ . ₂₅ イトラコナゾール ₀.₂ 単独投与 ₀ . ₁₅ イトラコナゾール +ファモチジン ₀.₁ ₀ . ₀₅ ₀ ₁ ₃ ₆ ₁₂ ₂₄ ₄₈ 時間（h） ○：イトラコナゾールカプセルを水で服用 ●：イトラコナゾールカプセルをファモチジン錠（₄₀ mg）とともに水で服用	"[""イトラコナゾールがファモチジンと難溶性のキレートを形成するため、吸収が 低下する。"",""ファモチジンが P︲糖タンパク質によるイトラコナゾールの分泌を阻害するた め、吸収が低下する。"",""ファモチジンの作用により胃内 pH が上昇し、イトラコナゾールの溶解性が低 下するため、吸収が低下する。"",""ファモチジンの代替薬としてオメプラゾールを検討する。"",""イトラコナゾール製剤として経口液剤を検討する。""]"	multiChoice	[2,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226761.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-175	109	175	理論	薬剤	下表には薬物の肝抽出率及び血漿タンパク結合率を示す。これら ₃ 種の薬物の 体内動態の変動に関する記述のうち、正しいのはどれか。2つ選べ。 薬物 肝抽出率 血漿タンパク結合率 ニカルジピン ₀ . ₇ より大 ₀ . ₈ より大 フェニトイン ₀ . ₃ より小 ₀ . ₈ より大 テオフィリン ₀ . ₃ より小 ₀ . ₈ より小	"[""ニカルジピンの肝クリアランスは、肝血流量による影響を受けない。"",""ニカルジピンの定常状態における非結合形薬物濃度は、肝血流量が一定であれ ば、血漿タンパク結合率の変動による影響を受けない。"",""フェニトインとテオフィリンの肝クリアランスは、いずれも肝固有クリアラン スの変動の影響を受けやすい。"",""血漿タンパク質の減少による肝クリアランスへの影響は、フェニトインよりテ オフィリンの方が大きい。"",""フェニトインとテオフィリンの定常状態における非結合形薬物濃度は、肝固有 クリアランスが一定であれば、血漿タンパク結合率の変動による影響を受けな い。""]"	multiChoice	[2,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226761.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
