id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P110-194	110	194	理論	病態・薬物治療	疾患Ｘの有無を調べる検査Ａの感度は ₉₅％、特異度は ₉₀％である。疾患Ｘの 有病率が ₁₀％の集団に対し検査Ａを実施した場合、検査Ａの結果が陽性の患者の うち、真に疾患Ｘに罹患している確率（陽性的中率）に最も近い値はどれか。1つ 選べ。	"[""₁₀％"",""₃₀％"",""₅₀％"",""₇₀％"",""₉₀％""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001455159.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-199	110	199	実践	実務	（物理・化学・生物） セチリジン塩酸塩はその R︲エナンチオマーと S︲エナンチオマーのラセミ体で、 旋光性は示さない。一方、レボセチリジン塩酸塩は R︲エナンチオマーであり、旋 光性を示し、比旋光度［a］ D = +₁₀ . ₈₀ ° である。いま、レボセチリジン塩酸塩を 含む原末 ₁ . ₀₀ g を量り、水に溶かして全量 ₂₀₀ mL とし、層長 ₁₀₀ mm の測定管を 用いて温度 ₂₅ ℃で旋光度 aD を測定したところ、+₀ . ₀₅₂ °であった。この原末中 のレボセチリジン塩酸塩の含量に最も近いのはどれか。1つ選べ。ただし、原末中 には R︲エナンチオマー以外に旋光性を示す物質は含まないものとする。	"[""₉₂ . ₂％"",""₉₄ . ₁％"",""₉₆ . ₃％"",""₉₈ . ₄％"",""₁₀₀ . ₇％""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"	P110-CASE-198	https://www.mhlw.go.jp/content/001455160.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-229	110	229	実践	実務	（衛生） この患者が内科で出された処方箋を持って家族と来局した。この患者に服薬指導 した際に、家族から食生活に関する質問があり、食塩の摂取を控えるよう助言し た。薬剤師が腎臓病に関連するリスク因子について論文検索したところ、食塩摂取 量と末期腎不全（End Stage Renal Disease：ESRD）発症との関連性について検討 した論文があった。その論文においては、慢性腎臓病の患者 ₅₀₀ 人のうち、₁₀₀ 人 が ESRD を発症し、食塩 ₆ . ₀ g/日以上を摂取していた患者は ₈₅ 人であった。ま た、ESRD を発症した ₁₀₀ 人のうち、食塩 ₆ . ₀ g/日以上を摂取していた患者が ₂₀ 人 であった。 食塩摂取（₆ . ₀ g/日以上）による ESRD 発症のオッズ比として最も近い値はどれ か。1つ選べ。	"[""₁.₃"",""₂.₃"",""₃.₇"",""₄.₁"",""₄.₉""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"	P110-CASE-228	https://www.mhlw.go.jp/content/001455160.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-237	110	237	実践	実務	（衛生） この男性への TPN の処方として、ブドウ糖含有率 ₅₀％の基本輸液 ₅₀₀ mL、脂 肪乳剤（ダイズ油 ₂₀％）₁₀₀ mL、アミノ酸を ₅ ％含む総合アミノ酸輸液 ₃₇₅ mL、 高 カ ロ リ ー 輸 液 用 微 量 元 素 製 剤 ₂ mL、 総 合 ビ タ ミ ン 剤 ₅ mL を 設 計 し た。 Atwater 係数を用いて計算した場合、この処方における非タンパク質カロリー/窒 素比（NPC/N）の値として最も近いのはどれか。1つ選べ。 ただし、脂肪乳剤（ダイズ油 ₂₀％）₁₀₀ mL に含まれる熱量を ₂₀₀ kcal、アミノ 酸は ₁₆％の窒素を含むものとする。	"[""₁₀₀"",""₂₀₀"",""₃₀₀"",""₄₀₀"",""₅₀₀""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"	P110-CASE-236	https://www.mhlw.go.jp/content/001455160.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P110-238	110	238	実践	衛生	−239 海外の規制当局より、メトホルミン塩酸塩を含有する製剤（特定のロッ ト）から N︲ニトロソジメチルアミン（NDMA）が検出されたとの発表があっ た。₁₀ 年間にわたってメトホルミン塩酸塩含有製剤を服用してきた患者（体重 ₅₀ kg）がこのニュースを見て来局し、健康に対するリスクを教えて欲しいという 相談があった。そこで、公表されている NDMA の含有量を調べたところ、メトホ ルミン塩酸塩 ₁ , ₀₀₀ mg 当たり ₀ . ₀₈ ng の NDMA が含まれていることがわかっ た。薬剤師は、₁₀ 年間服用した場合の発がんリスクを計算し、患者に伝えること とした。 問 238（衛生） この患者が、このメトホルミン塩酸塩含有製剤を、 ₁ 日当たり ₁ , ₅₀₀ mg の用量 で ₁₀ 年間にわたって服用したとき、増加すると推定される発がんリスクに最も近 い値はどれか。1つ選べ。 ただし、NDMA の実質安全量（体重 ₅₀ kg の成人が生涯（₇₀ 年間）曝露した場 合に発がんリスクが ₁ . ₀ # ₁₀ 増加する曝露量）を ₀ . ₁ ng/日とし、発がんリスク は服用量及び服用期間に比例するものとする。	"[""₁ . ₀ # ₁₀"",""₁ . ₇ # ₁₀"",""₅ . ₉ # ₁₀"",""₁ . ₇ # ₁₀"",""₅ . ₉ # ₁₀""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"	P110-CASE-238	https://www.mhlw.go.jp/content/001455160.pdf	https://www.mhlw.go.jp/content/001458551.pdf	2025-02-23	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-005	109	5	必須	物理・化学・生物	₂₅ ℃における ₀ . ₀₁ mol/L 安息香酸水溶液の pH に最も近い値はどれか。1つ選 べ。 ただし、安息香酸の pKa = ₄ . ₂（₂₅ ℃）とする。	"[""₁.₅"",""₃.₀"",""₄.₅"",""₆.₀"",""₇.₅""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-009	109	9	必須	物理・化学・生物	図は、エチレンへの塩化水素の付加反応における反応の進行度とポテンシャルエ ネルギーの関係を表している。塩化物イオンが求核攻撃する段階の活性化エネル ギーはどれか。1つ選べ。 E3 E1 エネルギー E2 H2C=CH2 E4 ＋ HCl CH3CH2Cl 反応の進行度	"[""E1"",""E1 - E2"",""E3"",""E2 + E3"",""E4""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-046	109	46	必須	薬剤	体内動態が線形 ₁︲コンパートメントモデルに従う薬物を ₁ 日 ₁ 回経口投与し、 定常状態における平均薬物血中濃度を ₀ . ₂ mg/L としたい。この薬物の全身クリア ランスを ₀ . ₄ L/h/kg、バイオアベイラビリティを ₀ . ₄ とすると、 ₁ 回あたりの投 与量（mg/kg）として最も近い値はどれか。1つ選べ。	"[""₁"",""₂"",""₅"",""₁₀"",""₂₀""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-094	109	94	理論	物理	ある ₂ 価の金属イオン M の ₀ . ₀₁ mol/L 水溶液の pH を上げていくと難溶性塩 2+ M（OH）2 が沈殿する。この沈殿が生成し始める pH に最も近い値はどれか。1つ選 べ。 ただし、M（OH） 2 の溶解度積 Ksp = ₂ . ₀ # ₁₀ （mol/L）、水のイオン積 Kw = -20 3 ［H ］ ［OH ］= ₁ . ₀ # ₁₀ （mol/L）、log ₂ = ₀ . ₃₀ とし、ヒドロキソ錯体の生成な + - -14 2 どの副反応は起こらず、水溶液の温度と体積は変化しないものとする。	"[""₃"",""₅"",""₇"",""₉"",""₁₁""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226760.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-172	109	172	理論	薬剤	線形 ₁︲コンパートメントモデルに従い、肝代謝と腎排泄によってのみ体内から 消失する薬物Ａを、ある患者に急速静注したときの体内動態データを以下に示す。 この患者の糸球体ろ過速度（GFR）を ₁₂₀ mL/min としたとき、薬物Ａの血漿タ ンパク非結合率に最も近い値はどれか。1つ選べ。ただし、薬物Ａは腎尿細管で分 泌・再吸収を受けず、血漿タンパク非結合形のみが糸球体でろ過されるものとす る。 薬物Ａの体内動態データ 投与量（mg） ₁₀ 血漿中薬物濃度時間曲線下面積（AUC） ₂.₀ （ng・h/mL） 未変化体の尿中総排泄量（mg） ₁.₂ 代謝物の尿中総排泄量（mg） ₈.₈ （未変化体相当量に換算）	"[""₀ . ₀₂"",""₀ . ₀₄"",""₀ . ₀₆"",""₀ . ₀₈"",""₀ . ₁₀""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226761.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-180	109	180	理論	薬剤	固体薬物Ａを S = ₃ cm の円盤状に圧縮し、回転円盤法で ₃₇ ℃において溶解 実験を行った。固体薬物Ａの溶解速度は（ ₁ ）の式に従い、試験中 S は変化しな CS いものとする。t = ₀ のとき C = ₀ 、₁₁ 分後の薬物Ａの濃度が であるとき、 ₂ 固体薬物Ａのみかけの溶解速度定数 k（min ・cm ）に最も近い値はどれか。1 -1 -2 つ選べ。ただし、ln ₂ = ₀ . ₆₉₃ とする。 dC = kS（CS - C ） …（ ₁ ） dt dC ：溶解速度、k：みかけの溶解速度定数、S：有効表面積 dt CS：薬物の溶解度、C：時間 t における溶液中の薬物濃度	"[""₀ . ₀₂₁"",""₀ . ₀₃₃"",""₀ . ₀₆₃"",""₀ . ₀₇₇"",""₀ . ₀₉₉""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226761.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-198	109	198	実践	物理・化学・生物	−199 ₆₅ 歳女性。身長 ₁₅₅ cm。パート勤務。糖尿病性腎症が進行し、 ₁ 年前か ら血液透析が導入された。透析後目標体重（ドライウエイト）₄₃ kg、透析間体重 増加量平均 ₂ . ₀ kg。女性は、週 ₃ 回透析を受けていたが、透析後に立ちくらみ、 ふらつき、倦怠感、脱力感などの血圧低下症状がみられるようになり、最近は透析 の翌日まで症状が続くようになった。そのため、透析チームは栄養状態の確認、ド ライウエイトの再設定及び透析効率を検討することにした。 問 198（物理・化学・生物） 透析効率の指標に、標準化透析量（Kt/V）がある。Kt/V は透析前 BUN の濃度 ［BUNpre］と透析後 BUN の濃度［BUNpost］の値を用いて次式で計算される。 ［BUNpost］ Kt/V = -ln ［BUNpre］ この患者では、［BUNpre］= ₈₀ mg/dL、［BUNpost］= ₁₀ mg/dL であった。この ときの Kt/V の値として正しいのはどれか。1つ選べ。 ただし、ln ₂ = ₀ . ₆₉ とし、K は透析により単位時間あたりに除去された尿素量 に対応する血液の容量、t は透析時間、V は透析された血液の総容量を表すものと する。	"[""-₂ . ₀₇"",""-₁ . ₃₈"",""-₀ . ₆₉"",""₁ . ₃₈"",""₂ . ₀₇""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"	P109-CASE-198	https://www.mhlw.go.jp/content/001226762.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-203	109	203	実践	実務	（物理・化学・生物） 血糖値の簡易測定の一つにグルコース酸化酵素を用いる方法がある。この方法で は、酵素反応により生じた過酸化水素が電極で酸化されて電流が発生するので、こ の電流を測定する。その反応は以下のとおりである。 グルコース酸化酵素 グルコース + O2 グルコノラクトン + H2O2 H2O2 O2 + ₂H + ₂e- + 患者の血糖値が ₉₀ . ₀ mg/dL であったとき、測定した血液 ₁ nL 中で生じた電気 量に最も近い値はどれか。1つ選べ。 ただし、グルコースの分子量を ₁₈₀、電子 ₁ mol の電気量を ₉ . ₆₅ # ₁₀ クーロン とする。また、血糖値はグルコース濃度を表し、反応により生成する電子はグル コース由来とする。	"[""₄ . ₈₃ # ₁₀ クーロン"",""₉ . ₆₅ # ₁₀ クーロン"",""₁ . ₉₃ # ₁₀ クーロン"",""₄ . ₈₃ # ₁₀ クーロン"",""₉ . ₆₅ # ₁₀ クーロン""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"	P109-CASE-202	https://www.mhlw.go.jp/content/001226762.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-235	109	235	実践	実務	（衛生） 褥瘡治療においては、必要なエネルギー量と摂取タンパク質量を考慮することが 重要であるため、NST（Nutrition Support Team）の薬剤師が介入することと なった。この患者に必要な栄養投与量は、総エネルギー量が体重 ₁ kg あたり ₃₀ kcal、タンパク質摂取量が ₁ 日あたり ₆₀ g である。この場合の非タンパク質カ ロリー／窒素比（NPC/N 比）として最も近いのはどれか。1つ選べ。 ただし、タンパク質の窒素含有率は ₁₆％とする。	"[""₁₀₀"",""₁₂₀"",""₁₄₀"",""₁₆₀"",""₁₈₀""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"	P109-CASE-234	https://www.mhlw.go.jp/content/001226762.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-256	109	256	実践	薬理	−257 ₅₂ 歳女性。₄₀ 歳時に気管支ぜん息と診断された。現在、処方 1 ～ ₅ の薬 剤を服用しており、アドヒアランスは良好であるが、ぜん息発作で頻回に入院して いた。今回、ぜん息発作のコントロール目的で入院となり、処方 ₆ が追加された。 （処方 1 ） アドエア ₅₀₀ ディスカス ₂₈ 吸入用 1個 （注 1） 1 回 1 吸入 1日₂回 朝・夕吸入 （注 1 ） 1 回サルメテロールとして ₅₀ ng 及びフルチカゾンプロピオン酸エス テルとして ₅₀₀ ng （処方 ₂ ） スピリーバ ₂ . ₅ ng レスピマット ₆₀ 吸入 1本 （注 2） 1 回 ₂ 吸入 1日1回 朝吸入 （注 ₂ ） 1 回チオトロピウムとして ₂ . ₅ ng （処方 ₃ ） テオフィリン徐放錠 ₂₀₀ mg 1 回 1 錠（ 1 日 ₂ 錠） 1日₂回 朝食後及び就寝前 （処方 ₄ ） モンテルカスト口腔内崩壊錠 1₀ mg 1 回 1 錠（ 1 日 1 錠） 1日1回 就寝前 （処方 ₅ ） プロカテロール塩酸塩水和物エアゾール 1₀ ng 1本 1 回 ₂ 吸入 ぜん息発作時 （処方 ₆ ） オマリズマブ（遺伝子組換え）皮下注 1₅₀ mg シリンジ ₃本 1 回 ₄₅₀ mg 11：₀₀ に皮下投与 問 256（実務） 薬剤師が処方 ₆ の薬剤の投与量を監査するために確認すべき患者情報はどれか。 2つ選べ。	"[""体表面積"",""体重"",""投与前血清中総 IgE 濃度"",""投与前血清中 IL︲₅ 濃度"",""投与前血中好酸球数""]"	multiChoice	[1,2]	null	normal	false	parsed	"[""none""]"	P109-CASE-256	https://www.mhlw.go.jp/content/001226763.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-271	109	271	実践	実務	（薬剤） 点滴投与から ₉ 日後、平熱に戻り、呼吸状態も改善されたため退院が決定し、点 滴静注からボリコナゾール錠 ₁₅₀ mg を ₁ 回 ₁ 錠、 ₁ 日 ₂ 回の内用剤に切り換える ことになった。定常状態に到達後の血中濃度を測定したところ、ボリコナゾールの 平均血中濃度は ₄ ng/mL であった。 臨床試験の結果から、ボリコナゾールの体内からの消失はミカエリス・メンテン 式 に 従 う こ と、 最 大 消 失 速 度 は ボ リ コ ナ ゾ ー ル の 主 な 代 謝 酵 素 の extensive metabolizer（EM）では ₃₅ mg/h であること、ミカエリス定数は遺伝子多型の影 響を受けず ₄ mg/L であることが示されている。この患者の最大消失速度は EM の 何倍か。最も近い値を1つ選べ。ただし、ボリコナゾールの経口投与後のバイオア ベイラビリティは ₁₀₀％とする。	"[""₀.₂"",""₀.₄"",""₀.₇"",""₀.₉"",""₁.₄""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"	P109-CASE-270	https://www.mhlw.go.jp/content/001226763.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-277	109	277	実践	実務	（薬剤） この患者におけるバンコマイシンの分布容積は ₆₂ . ₅ L、クリアランスは ₃ . ₆ L/h と見積もられている。 ₂ 回目投与直前のバンコマイシンの血中濃度と定常状態にお けるトラフ値の組合せとして適切なのはどれか。1つ選べ。 ただし、投与量の計算において、投与に要する時間は投与間隔に対して無視でき るほど短いものとし、投与中における体内からのバンコマイシンの消失は無視でき るものとする。 ₂ 回目投与直前のバンコマ 定常状態におけるトラフ値 イシン血中濃度（ng/mL） （ng/mL）	"[""₄ ₈"",""₄ ₁₂"",""₈ ₁₆"",""₈ ₂₀"",""₁₂ ₂₀"",""₁₂ ₄₀""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"	P109-CASE-276	https://www.mhlw.go.jp/content/001226763.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
