id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P111-011	111	11	必須	物理・化学・生物	下図は、ヒト男性の泌尿器及び生殖器を含む下腹部の正中矢状断面図である。 前立腺はどれか。１つ選べ。	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-012	111	12	必須	物理・化学・生物	ペントースリン酸回路の中で NADPH を生じる反応の基質はどれか。１つ選べ。	"[""グルコース 1‑リン酸"",""グルコース 6‑リン酸"",""フルクトース 6‑リン酸"",""グリセルアルデヒド 3‑リン酸"",""ホスホエノールピルビン酸""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-013	111	13	必須	物理・化学・生物	一次（中枢）リンパ器官はどれか。１つ選べ。	"[""脾臓"",""リンパ節"",""胸腺"",""扁桃"",""パイエル板""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-014	111	14	必須	物理・化学・生物	ヒトでは合成されない、真菌に特異的な細胞膜成分はどれか。１つ選べ。	"[""ホスファチジルエタノールアミン"",""ホスファチジルセリン"",""スフィンゴミエリン"",""エルゴステロール"",""コレステロール""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-015	111	15	必須	物理・化学・生物	生物種ごとに 1 セットとして定義される、すべての核酸上の遺伝情報はどれか。 １つ選べ。	"[""エキソン"",""イントロン"",""ヒストン"",""ゲノム"",""テロメア 必須問題 【衛生】""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-016	111	16	必須	衛生	疾病の三次予防に該当するのはどれか。１つ選べ。	"[""健常者のがん検診"",""禁煙教室"",""在宅機能訓練"",""献血された血液の抗 HIV 抗体検査"",""予防接種""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-017	111	17	必須	衛生	2019〜2023 年の 5 年間の陽性者発見率が最も高い新生児マススクリーニングの 対象疾患はどれか。１つ選べ。	"[""先天性甲状腺機能低下症"",""メープルシロップ尿症"",""フェニルケトン尿症"",""ガラクトース血症"",""先天性副腎過形成症""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-018	111	18	必須	衛生	欠乏によりウェルニッケ脳症が引き起こされるビタミンはどれか。１つ選べ。	[]	singleChoice	1	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-019	111	19	必須	衛生	「日本人の食事摂取基準（2020 年版）」において、摂取量を増やすことを目指す 栄養素として目標量が設定されているのはどれか。１つ選べ。	"[""ナイアシン"",""ビオチン"",""カリウム"",""ナトリウム"",""リン""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-020	111	20	必須	衛生	適量の摂取により、冠動脈疾患や心不全の予防に寄与するのはどれか。１つ選 べ。	"[""ステアリン酸"",""ドコサヘキサエン酸"",""エライジン酸"",""パルミチン酸"",""アラキドン酸""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-021	111	21	必須	衛生	スイセンによる食中毒の原因物質はどれか。１つ選べ。	"[""アコニチン"",""アミグダリン"",""コルヒチン"",""チャコニン"",""リコリン""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-022	111	22	必須	衛生	生体内の活性酸素種を消去する、ヒトのカタラーゼの活性中心を構成する金属 元素はどれか。１つ選べ。	"[""モリブデン"",""亜鉛"",""銅"",""セレン"",""鉄""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-023	111	23	必須	衛生	ヒドロキソコバラミンを解毒薬として用いる中毒原因物質はどれか。１つ選べ。	"[""モルヒネ"",""タリウム"",""鉛"",""シアン化カリウム"",""アニリン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-024	111	24	必須	衛生	オゾン層破壊作用はないが、地球温暖化の抑制を目的としてモントリオール議 定書キガリ改正（注）の規制対象となっているのはどれか。１つ選べ。 （注）モントリオール議定書キガリ改正：オゾン層を破壊する物質に関するモント リオール議定書キガリ改正	"[""ブロモフルオロカーボン"",""臭化メチル"",""クロロフルオロカーボン"",""ハイドロフルオロカーボン"",""ハイドロクロロフルオロカーボン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-025	111	25	必須	衛生	水質汚濁防止法において、健康に係る有害物質についての排水基準の許容濃度 として「検出されないこと」となっているのはどれか。１つ選べ。	"[""六価クロム化合物"",""アルキル水銀化合物"",""カドミウム及びその化合物"",""大腸菌"",""ポリ塩化ビフェニル 必須問題 【薬理】""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-026	111	26	必須	薬理	Gi タンパク質共役型受容体はどれか。１つ選べ。	"[""アドレナリン α2 受容体"",""アセチルコリン M3 受容体"",""γ‑アミノ酪酸 GABAA 受容体"",""ヒスタミン H2 受容体"",""インスリン受容体""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-027	111	27	必須	薬理	リドカインの局所麻酔作用の機序はどれか。１つ選べ。	"[""電位依存性 Na＋ チャネルの遮断"",""電位依存性 Ca2＋ チャネルの遮断"",""電位依存性 K＋ チャネルの活性化"",""ヒスタミン H1 受容体の遮断"",""オピオイド μ 受容体の刺激""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-028	111	28	必須	薬理	γ‑アミノ酪酸 GABAA 受容体のベンゾジアゼピン結合部位に結合し、麻酔作用 を示すのはどれか。１つ選べ。	"[""デクスメデトミジン"",""チオペンタール"",""ドロペリドール"",""ミダゾラム"",""ケタミン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-029	111	29	必須	薬理	セロトニン 5‑HT2A 受容体を遮断するため、錐体外路症状が最も発現しにくい統 合失調症治療薬はどれか。１つ選べ。	"[""ハロペリドール"",""フルフェナジン"",""タンドスピロン"",""リスペリドン"",""エスシタロプラム""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-030	111	30	必須	薬理	抗てんかん薬レベチラセタムの主な作用点はどれか。１つ選べ。	"[""電位依存性 Na＋ チャネル"",""シナプス小胞タンパク質 2A（SV2A）"",""グルタミン酸 NMDA 受容体"",""炭酸脱水酵素"",""γ‑アミノ酪酸（GABA）トランスアミナーゼ""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-031	111	31	必須	薬理	延髄の呼吸中枢を直接刺激して、呼吸を促進させるのはどれか。１つ選べ。	"[""チペピジン"",""オキシメテバノール"",""レバロルファン"",""フルマゼニル"",""ジモルホラミン""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-032	111	32	必須	薬理	電位依存性 Na＋ チャネルを遮断する抗不整脈薬のうち、心筋の活動電位持続時 間に影響を及ぼさないのはどれか。１つ選べ。	"[""シベンゾリン"",""ジソピラミド"",""キニジン"",""ピルシカイニド"",""メキシレチン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-033	111	33	必須	薬理	活性代謝物がアドレナリン α1 受容体を刺激することで、起立性低血圧を改善す るのはどれか。１つ選べ。	"[""ドブタミン"",""ミルリノン"",""ミドドリン"",""アメジニウム"",""ブクラデシン""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-034	111	34	必須	薬理	ADP P2Y12 受容体を遮断して、血小板凝集を抑制するのはどれか。１つ選べ。	"[""ジピリダモール"",""オザグレル"",""ベラプロスト"",""プラスグレル"",""サルポグレラート""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-035	111	35	必須	薬理	切迫流・早産の治療に用いられる選択的アドレナリン β2 受容体刺激薬はどれ か。１つ選べ。	"[""ピペリドレート"",""ジノプロスト"",""リトドリン"",""オキシトシン"",""レボノルゲストレル""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-036	111	36	必須	薬理	胆汁酸トランスポーターを阻害し、大腸管腔内の胆汁酸量を増加させることで 便秘を改善するのはどれか。１つ選べ。	"[""ルビプロストン"",""リナクロチド"",""エロビキシバット"",""トリメブチン"",""ラモセトロン""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-037	111	37	必須	薬理	プロタンパク質転換酵素サブチリシン/ケキシン 9 型（PCSK9）を阻害すること で、LDL 受容体の分解を抑制する脂質異常症治療薬はどれか。１つ選べ。	"[""ベザフィブラート"",""エゼチミブ"",""エボロクマブ"",""アトルバスタチン"",""ロミタピド""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-038	111	38	必須	薬理	甲状腺ペルオキシダーゼを直接阻害することで、甲状腺ホルモンの生合成を抑 制するのはどれか。１つ選べ。	"[""プロチレリン"",""リオチロニン"",""レボチロキシン"",""プロピルチオウラシル"",""ヒトチロトロピン アルファ""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-039	111	39	必須	薬理	感染細胞内でリン酸化されて活性体となりウイルス DNA ポリメラーゼを阻害 して、ウイルスの増殖を抑制するのはどれか。１つ選べ。	"[""アシクロビル"",""ラルテグラビル"",""レジパスビル"",""アマンタジン"",""ソホスブビル""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-040	111	40	必須	薬理	アロマターゼを阻害することで、エストロゲン生合成を抑制する乳がん治療薬 はどれか。１つ選べ。	"[""フルベストラント"",""アナストロゾール"",""タモキシフェン"",""ゴセレリン"",""ラパチニブ 必須問題 【薬剤】""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-041	111	41	必須	薬剤	以下の構造式で示される薬物の脳内への移行に、主として関与するトランスポー ターはどれか。１つ選べ。	"[""P‑糖タンパク質"",""有機カチオントランスポーター OCT2"",""有機アニオントランスポーター OAT3"",""中性アミノ酸トランスポーター LAT1"",""グルコーストランスポーター GLUT1""]"	singleChoice	3	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-042	111	42	必須	薬剤	肝初回通過効果の影響を最も大きく受ける剤形はどれか。１つ選べ。	"[""坐剤"",""点鼻剤"",""吸入剤"",""舌下錠"",""口腔内崩壊錠""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-043	111	43	必須	薬剤	限外ろ過法を用いて算出される薬物パラメータはどれか。１つ選べ。	"[""油/水分配係数"",""酸塩基解離定数"",""血球移行率"",""血漿タンパク結合率"",""全身クリアランス""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-044	111	44	必須	薬剤	薬物代謝酵素シトクロム P450 が局在する主な細胞内小器官はどれか。１つ選べ。	"[""エンドソーム"",""ゴルジ体"",""リソソーム"",""核"",""小胞体""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-045	111	45	必須	薬剤	イヌリンを点滴静注するとき、定常状態における血漿中イヌリン濃度（ p）、糸 球体ろ過された直後の尿（原尿）に含まれるイヌリンの濃度（ 原尿 ）及び排泄され る尿に含まれるイヌリンの濃度（ 尿）の関係を最も適切に表しているのはどれか。 １つ選べ。	"[""p ≒ 原尿 ≒ 尿"",""p ≒ 原尿 ＞ 尿"",""p ≒ 原尿 ＜ 尿"",""p ＞ 原尿 ＞ 尿"",""p ＜ 原尿 ＜ 尿""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-046	111	46	必須	薬剤	体内動態が線形 1‑コンパートメントモデルに従い、消失半減期が 6 時間の薬物 を、 6 時間間隔で繰り返し急速静脈内投与するとき、初回投与時の最高血中薬物濃 度（ 1 回目投与直後）の 1.75 倍の血中薬物濃度になるのはいつか。１つ選べ。	"[""2 回目投与直後"",""3 回目投与直前"",""3 回目投与直後"",""4 回目投与直前"",""4 回目投与直後""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-047	111	47	必須	薬剤	TDM の実施が望ましい薬物のうち、臨床用量で体内動態が非線形性を示す薬物 はどれか。１つ選べ。	"[""カルバマゼピン"",""ジゴキシン"",""バンコマイシン"",""フェニトイン"",""フェノバルビタール""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-048	111	48	必須	薬剤	下図は、ある結晶多形を有する薬物の粉末 X 線回折パターンである。非晶質は どれか。１つ選べ。	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-049	111	49	必須	薬剤	親油性の抗酸化剤はどれか。１つ選べ。	"[""アスコルビン酸"",""亜硫酸水素ナトリウム"",""エデト酸（EDTA）ナトリウム"",""チオ硫酸ナトリウム"",""α‑トコフェロール""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-050	111	50	必須	薬剤	医薬品の原薬を微粉砕することによって増大するのはどれか。１つ選べ。ただ し、粉砕による二次粒子の形成はないものとする。	"[""流動性"",""充てん性"",""溶解性"",""安定性"",""結晶性""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-051	111	51	必須	薬剤	油脂性基剤はどれか。１つ選べ。	"[""流動パラフィン"",""親水クリーム"",""加水ラノリン"",""マクロゴール軟膏"",""親水ワセリン""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-052	111	52	必須	薬剤	日本薬局方製剤総則に規定されている製剤のうち、固形製剤、液状製剤及びエ アゾール製剤が含まれているのはどれか。１つ選べ。	"[""経口投与する製剤"",""注射により投与する製剤"",""気管支・肺に適用する製剤"",""直腸に適用する製剤"",""鼻に適用する製剤""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-053	111	53	必須	薬剤	日本薬局方の製剤に関する一般試験法のうち、下図の装置を用いるのはどれか。 １つ選べ。	"[""製剤均一性試験法"",""展延性試験法"",""比表面積測定法"",""崩壊試験法"",""粘着力試験法""]"	singleChoice	4	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-054	111	54	必須	薬剤	テオフィリン徐放性製剤に代表されるスパスタブ型製剤の構造はどれか。１つ 選べ。	[]	singleChoice	0	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-055	111	55	必須	薬剤	受動的ターゲティングを目的に臨床で用いられている製剤はどれか。１つ選べ。	"[""自己乳化型マイクロエマルション製剤"",""マイクロニードル製剤"",""シクロデキストリン包接体製剤"",""ポリエチレングリコール修飾リポソーム製剤"",""生分解性高分子マイクロカプセル型製剤 必須問題 【病態・薬物治療】""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-056	111	56	必須	病態・薬物治療	2 型糖尿病を合併している統合失調症患者に対して、使用できる統合失調症治 療薬はどれか。１つ選べ。	"[""セルトラリン塩酸塩"",""オランザピン"",""クロミプラミン塩酸塩"",""ミルナシプラン塩酸塩"",""ルラシドン塩酸塩""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-057	111	57	必須	病態・薬物治療	アンジオテンシン変換酵素（ACE）阻害薬を服用中の患者に投与禁忌なのはど れか。１つ選べ。	"[""アゾセミド"",""イバブラジン"",""カルベジロール"",""サクビトリルバルサルタン"",""ダパグリフロジン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
