id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P111-048	111	48	必須	薬剤	下図は、ある結晶多形を有する薬物の粉末 X 線回折パターンである。非晶質は どれか。１つ選べ。	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-053	111	53	必須	薬剤	日本薬局方の製剤に関する一般試験法のうち、下図の装置を用いるのはどれか。 １つ選べ。	"[""製剤均一性試験法"",""展延性試験法"",""比表面積測定法"",""崩壊試験法"",""粘着力試験法""]"	singleChoice	4	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-054	111	54	必須	薬剤	テオフィリン徐放性製剤に代表されるスパスタブ型製剤の構造はどれか。１つ 選べ。	[]	singleChoice	0	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677927.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-095	111	95	理論	物理	日本薬局方赤外吸収スペクトル測定法に関する記述として、正しいのはどれか。 ２つ選べ。	"[""赤外線の波長領域は、紫外線と可視光線の間にある。"",""赤外線の波数 4000 cm−1 を波長に換算すると、2.5 μm である。"",""赤外吸収は、振動によって分子の分極率が変化するときに観測される。"",""赤外吸収スペクトルの指紋領域は特性吸収帯より高波数側にある。"",""固体だけではなく、液体や気体の試料でも赤外吸収スペクトルを測定できる。""]"	multiChoice	[1,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-096	111	96	理論	物理	‑97 次の記述は、日本薬局方水酸化ナトリウムの定量に関するものである。この水 酸化ナトリウム（NaOH：40.00）は不純物として炭酸ナトリウム（Na2CO3：105.99） のみを含むものとし、下線部イ及びエの時点をそれぞれ第一中和点、第二中和点と する。 本品約 1.5 g を精密に量り、新たに煮沸して冷却した水 40 mL を加えて溶かし、 15 ℃ に冷却した後、フェノールフタレイン試液 2 滴を加え、ア0.5 mol/L 硫酸で 滴定し、イ液の赤色が消えたときの 0.5 mol/L 硫酸の量をウ （mL）とする。さら にこの液にメチルオレンジ試液 2 滴を加え、再び 0.5 mol/L 硫酸で滴定し、エ液が 持続する淡赤色を呈したときの 0.5 mol/L 硫酸の量を （mL）とする。（ − ） mL から水酸化ナトリウム（NaOH）の量を計算する。 0.5 mol/L 硫酸 1 mL ＝ オ mg NaOH 問 96 この定量法に関する記述として正しいのはどれか。２つ選べ。	"[""日 本 薬 局 方 に お い て、 下 線 部 ア の 標 準 液 の 標 定 に 用 い ら れ る 標 準 試 薬 と 0.5 mol/L 塩酸の標定に用いられる標準試薬は同じである。"",""下線部イでは、本品の量が異なっても第一中和点となる pH の値は変化しない。"",""0.5 mol/L 硫酸の代わりに 0.5 mol/L 硫酸とファクターが同じ 0.5 mol/L 塩酸 を用いても、滴定量は下線部ウの液量と変わらない。"",""下線部エは、メチルオレンジのほとんどが化学構造ｂからａに変化した結果で ある。"",""空欄 オ に入れるべき数字は、80.00 である。""]"	multiChoice	[0,1]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-099	111	99	理論	物理	次の化学構造をもつ日本薬局方医薬品の確認試験として適切なのはどれか。 ２つ選べ。ただし、試験に用いる本品の量や試薬・試液の量、反応条件などは日本 薬局方に規定されたとおりとする。	"[""本品に塩酸を加えて加熱した液は、亜硝酸ナトリウム試液、アミド硫酸アンモ ニウム試液を加えた後、 ， ‑ジエチル‑ ′‑1‑ナフチルエチレンジアミンシュウ 酸塩試液を加えると赤紫色を呈する。"",""本品を直火で加熱するとき、紫色のガスを発生する。"",""本品の水溶液にニンヒドリン試液を加え、水浴中で加熱するとき、液は紫色を 呈する。"",""本品に水酸化ナトリウムを加え、徐々に加熱して融解し、炭化する。冷後、希 塩酸を加えるとき、発生するガスは潤した酢酸鉛(Ⅱ)紙を黒変する。"",""本品につき、酸化銅を皮膜した銅網につけて燃焼させる試験を行うとき、緑色 を呈する。""]"	multiChoice	[3,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-100	111	100	理論	物理	感染症の原因菌の同定には、菌体のタンパク質を分析対象として、イオン化部 にマトリックス支援レーザー脱離イオン化（MALDI）法、質量分離部に飛行時間 型質量分析計（TOF‑MS）を用いる MALDI‑TOF‑MS が利用されている。この質 量分析法に関する記述として、正しいのはどれか。２つ選べ。	"[""マトリックスと混合されたタンパク質は、高電圧を印加したキャピラリー先端 から噴霧してイオン化される。"",""タンパク質と混合するマトリックスには、レーザー光を吸収する化合物が選択 される。"",""質量分離部では検出器までの飛行時間が短いほど、タンパク質イオンの / 値は小さい。"",""この質量分析法の装置は、高速液体クロマトグラフやキャピラリー電気泳動装 置と直接接続して用いる。"",""マススペクトルには、タンパク質にマトリックスの質量が付加されたイオン ピークが主に観測される。""]"	multiChoice	[1,2]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-101	111	101	理論	化学	インドールのモノ臭素化反応において、主生成物Ａが得られる過程で生じるカ チオン中間体として、適切なのはどれか。１つ選べ。	[]	singleChoice	1	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-102	111	102	理論	化学	求核アシル置換反応の反応性が最も低いのはどれか。１つ選べ。	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-103	111	103	理論	化学	次の反応式のうち、実際に反応が進行し、主生成物の構造が正しく示されてい るのはどれか。１つ選べ。ただし、各反応はそれぞれ適切な溶媒を用いて行ったも のとする。	[]	singleChoice	1	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-104	111	104	理論	化学	化合物Ａを原料とし、得られる主生成物がラセミ体となる反応はどれか。２つ 選べ。	[]	multiChoice	[1,3]	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-106	111	106	理論	化学	アスパラギン酸プロテアーゼであるレニンは、基質タンパク質ＡをペプチドＢ に加水分解する。レニン阻害薬アリスキレンは、この遷移状態を模倣したプロテ アーゼ阻害薬である。アリスキレンの中央部（ア）にあるアミノ基とヒドロキシ基 は、レニンの活性中心に存在する 2 つのアスパラギン酸残基と相互作用する。アで 示す官能基に隣接する構造（イ及びウ）は基質切断部位のアミノ酸の構造を模倣し ている。レニンによるタンパク質Ａの切断部位はどれか。１つ選べ。	[]	singleChoice	3	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-108	111	108	理論	化学	塩素 Cl2 と光を用いて（ ）‑2‑クロロブタンの塩素化を行ったところ、水素の 1 つ が 塩 素 に 置 換 し た 生 成 物 が 数 種 類 生 じ た。 そ の 1 つ が 化 合 物 Ａ で あ り、 H NMR を測定したところ、化学シフト（ppm，基準物質はテトラメチルシラン）、 分裂パターン（多重度）及びプロトン数について、以下のピークが観測された。化 合物Ａの化学構造として、最も適切なのはどれか。１つ選べ。 化学シフト 分裂パターン プロトン数 （ppm）	"[""6 二重線 3"",""1 四重線 2"",""7 三重線 2"",""3 六重線 1""]"	singleChoice	4	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-110	111	110	理論	化学	ある生薬末を光学顕微鏡で観察 したところ、右写真のような管状の 組織（矢印）が見られた。また、木 部繊維の破片が多数含まれていた。 なお、この生薬末は 1 種類の生薬を 粉砕したものである。この生薬末と して考えられるのはどれか。１つ選 べ。	"[""シャクヤク末"",""ブクリョウ末"",""リュウコツ末"",""アロエ末"",""ケイヒ末""]"	singleChoice	0	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-115	111	115	理論	生物	酵素Ａと酵素Ｂは、骨格筋又は肝臓に含まれる解糖系の酵素で、グルコースか らグルコース 6‑リン酸を生成する反応を触媒する。グルコース濃度に対する酵素 Ａと酵素Ｂの相対酵素活性は、下図のようになる。相対酵素活性は、反応初速 度 V0 を最大反応速度 Vmax で除した値である。 以下の記述のうち、正しいのはどれか。２つ選べ。	"[""酵素Ａは、基質であるグルコースとの親和性が酵素Ｂより低い。"",""グルコース濃度が 5 mmol/L から 10 mmol/L に増加すると、酵素Ｂの反応初速 度は約 2 倍になる。"",""酵素Ａは、グルコース‑6‑ホスファターゼである。"",""酵素Ｂが触媒する反応は、グルコース 6‑リン酸の濃度が上昇すると抑制され る。"",""酵素Ａは、主に骨格筋に含まれる。""]"	multiChoice	[0,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-120	111	120	理論	生物	下の模式図に示すように、Gq タンパク質共役型受容体が外部シグナルを受け た結果、エフェクター酵素①が活性化され、ホスファチジルイノシトール 4，5‑二 リン酸から 2 種類のセカンドメッセンジャー②、③が生成する。セカンドメッセン ジャー②は脂溶性分子であり、プロテインキナーゼ C の活性化に関わる。この細 胞内情報伝達経路に関する説明として、正しいのはどれか。２つ選べ。	"[""Gq タンパク質は、ATP を加水分解する。"",""エフェクター酵素①は、ホスホリパーゼ C である。"",""セカンドメッセンジャー②は、アラキドン酸である。"",""セカンドメッセンジャー③は、小胞体から Ca2＋ を放出させる。"",""プロテインキナーゼ C は、基質タンパク質のチロシン残基をリン酸化する。 一般問題（薬学理論問題）【衛生】""]"	multiChoice	[1,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677928.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-151	111	151	理論	薬理	下のグラフは、摘出回腸平滑筋を用いた受容体刺激薬Ａによる収縮反応の濃度‑ 反応曲線と、それに対する薬物Ｘ（10‑7 mol/L）あるいは薬物Ｙ（10‑7 mol/L）の 併用が及ぼす影響を示したものである。刺激薬Ａは、一種類の受容体のみを刺激 し、薬物Ｘと薬物Ｙに収縮作用はない。この結果に関する記述として、正しいのは どれか。２つ選べ。	"[""刺激薬Ａの pD2 値は、約 7 である。"",""薬物Ｘの pA2 値は、 7 より小さいと推定できる。"",""10‑5 mol/L の刺激薬Ａによる収縮反応は、薬物Ｘ（10‑7 mol/L）の併用により 約 50％抑制される。"",""薬物Ｙは、刺激薬Ａに対する非競合的拮抗薬である。"",""薬物Ｙの内活性は、0.5 である。""]"	multiChoice	[0,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-154	111	154	理論	病態・薬物治療	‑155 30 歳女性。高校 3 年生のときにきっかけもなく元気がなくなり、 3 ケ月間 学校を休んだことがあったが、特に治療を受けずに回復した。その後は順調であっ たが、 1 ケ月前に急に元気がなくなり、会社を休んだりしていた。ここ数日は「偉 大な発見をしたので、自分には特別な才能がある」と言ったり、誰彼構わず夜中に 電話をするといった状態が持続するため、母親に連れられて来院した。母親による と 2 週間前から母親と話していても、話の内容が次々と脱線し、話している内容が まとまらない、些細なことを契機に怒り出すなど、普段とは異なる行動がみられ た。睡眠をほとんどとっていないが、本人は疲れを感じていない。親戚や友人への 電話で家や車の購入計画などを話し、相手が反対すると激怒するようになった。血 液生化学検査、脳画像検査、脳波検査、脳脊髄液検査で異常はない。飲酒・喫煙歴 なし。違法薬物の使用歴もない。診察の結果、患者は双極性障害と診断された。 問 154（病態・薬物治療） この患者に認められる症状はどれか。２つ選べ。	"[""観念奔逸"",""誇大妄想"",""心気妄想"",""罪業妄想"",""貧困妄想""]"	multiChoice	[0,1]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-170	111	170	理論	薬剤	下図は、空腹時又は朝食後にリボフラビンを経口投与したときの投与量と累積 尿中排泄量との関係を示している。リボフラビンの消化管吸収に関する記述とし て、正しいのはどれか。２つ選べ。	"[""Ａが朝食後、Ｂが空腹時に投与したときの曲線である。"",""Ａが空腹時、Ｂが朝食後に投与したときの曲線である。"",""ＢがＡより低値となるのは、リボフラビンの胃内容排出速度の低下が原因であ る。"",""ＢがＡより低値となるのは、リボフラビンの小腸上皮細胞から腸管腔への排出 トランスポーターの飽和が原因である。"",""メトクロプラミドを前投与したときの曲線は、食事の有無によらずＡよりＢに 近い。""]"	multiChoice	[0,4]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-174	111	174	理論	薬剤	下表は、ある薬物 400 mg を患者に急速静脈内投与し、その 4 時間後に定速静 脈内投与を開始したときの血漿中薬物濃度を示す。このときの定速静脈内投与速度 （mg/h）として最も近い値はどれか。１つ選べ。ただし、本薬物の体内動態は、 線形 1‑コンパートメントモデルに従い、ln 2 ＝ 0.693 とする。 急速静脈内投与後の時間（h） 1 2 4 6 10 血漿中薬物濃度（μg/mL） 14.2 10.0 5.0 5.0 5.0 ↑ 定速静脈内投与の開始	"[""15"",""20"",""25"",""30"",""35""]"	singleChoice	4	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-178	111	178	理論	薬剤	ある非電解質薬物 25 mg を結晶又は非晶質固体分散体として、それぞれ一定温 度の水 1.0 L に分散したところ、図に示す薬物濃度−時間曲線が得られた。この薬 物の溶解に関する記述として、正しいのはどれか。２つ選べ。ただし、この薬物に は結晶多形は存在しないものとする。	"[""薬物結晶の飽和溶解度は約 25 μg/mL である。"",""アでは、薬物はすべて溶解しており、液は澄明である。"",""イでは、固相の薬物は一部非晶質として存在している。"",""イでは、液相の薬物は過飽和溶解している。"",""ウでは、薬物結晶が約 5 mg 存在している。""]"	multiChoice	[1,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-180	111	180	理論	薬剤	下図は、ある界面活性剤水溶液の濃度と表面張力及び難溶性薬物の可溶化量と の関係を模式的に示したものである。この図に関する記述として、正しいのはどれ か。２つ選べ。	"[""この界面活性剤は、負吸着を示す。"",""Ａは可溶化量を、Ｂは表面張力を示している。"",""濃度Ｘでは、界面活性剤は全てミセルとして存在している。"",""濃度Ｘよりも高い濃度では、溶液表面への界面活性剤の吸着量が一定となる。"",""濃度Ｙでは、疎水基を外側に、親水基を内側としたミセルが形成される。""]"	multiChoice	[1,3]	null	normal	true	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-181	111	181	理論	薬剤	懸濁性医薬品に含まれる懸濁粒子の質量基準による積算粒度分布を測定したと ころ、図 1 が得られた。 図1 この医薬品懸濁液を細長い容器に移し、均一分散した後に静置し、水面から一定 の深さにおける懸濁粒子濃度（懸濁液 10 mL 中の粒子量 mg）を経時的に測定した （図 2 ）。懸濁粒子濃度の経時的変化、すなわち懸濁粒子の沈降挙動を表したグラ フとして、最も適当なのはどれか。１つ選べ。 ただし、懸濁粒子は凝集せず、ストークス式（1）に従って沈降するものとする。 （ρ − ρ0）g 2 ＝ ＝ （1） 18η ：沈降速度， ：沈降距離， ：沈降時間，ρ：粒子の密度，ρ0：分散媒の密度 g：重力加速度， ：粒子径，η：分散媒の粘度 また、懸濁粒子濃度は、最大径の粒子が測定面を通過し終わる沈降時間（TS ＝ 1 時間）で、初期値 12 mg/10 mL から減少し始め、時間の経過とともにグラフ中 の黒点を通り、沈降時間 TE でゼロになるものとする。 図2	[]	singleChoice	4	null	normal	true	no_choice_sequence	"[""none""]"		https://www.mhlw.go.jp/content/001677929.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-200	111	200	実践	物理・化学・生物	‑201 73 歳男性。脳梗塞後片麻痺の後遺症がある。最近、動悸や息切れを感じて 近医を受診し、急性冠症候群の疑いで総合病院を紹介された。トレッドミル、自転 車エルゴメータは困難であったことから、精査目的で、塩化タリウム（201Tl）注射 液（ 1 回 74 MBq）及びアデノシン注射液を使用した心筋血流シンチグラフィを行 うこととなった。 問 200（実務） アデノシンの作用に影響を及ぼすため、この心筋血流シンチグラフィ実施前日の 夕方から服用を避けるべき薬物はどれか。２つ選べ。	"[""ワルファリン"",""チザニジン"",""テオフィリン"",""プレガバリン"",""ジピリダモール""]"	multiChoice	[2,4]	null	normal	true	parsed	"[""none""]"	P111-CASE-200	https://www.mhlw.go.jp/content/001677930.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-204	111	204	実践	物理・化学・生物	‑205 60 歳女性。近医にて 3 年前から 2 型糖尿病、高血圧症、昨年から変形性左 膝関節症と診断され、以下の処方 1 〜 3 の薬剤で治療している。今年、脳ドックを 受けたところ脳腫瘍の疑いを指摘された。通常の MRI 検査を実施した後、さらに 精査目的でガドテル酸メグルミン注射液を用いた造影 MRI 検査を総合病院に入院 して行うこととなった。また、貧血予防でサプリメント（鉄）を 2 年間継続的に服 用している。服薬アドヒアランスに問題ないことから、入院中は処方 1 〜 3 とサプ リメント（鉄）は自己管理となった。 （処方 1 ） アムロジピン錠 5 mg 1 回 1 錠（ 1 日 1 錠） シタグリプチンリン酸塩錠 50 mg 1 回 1 錠（ 1 日 1 錠） 1日1回 朝食後 28 日分 （処方 2 ） メトホルミン塩酸塩錠 250 mg 1 回 1 錠（ 1 日 2 錠） 1日2回 朝夕食後 28 日分 （処方 3 ） ロキソプロフェン Na テープ 50 mg（ 7 × 10 cm 非温感） 4 袋（ 7 枚／袋） 1回1枚 左膝に貼付 （造影 MRI 検査前日の検査値） 血圧 143/83 mmHg、AST 34 IU/L、ALT 34 IU/L、γ‑GTP 43 IU/L、 eGFR 54 mL/min/1.73 m2、HbA1c 7.0％ 問 204（物理・化学・生物） この患者に行う造影 MRI 検査に関する記述として、正しいのはどれか。２つ選 べ。	"[""生体内の水素原子核（プロトン）は、強力な外部磁場中で 2 つのエネルギー準 位に分裂する。"",""ラーモア周波数よりも高い周波数のラジオ波を照射すると、プロトンは基底状 態から励起状態に遷移する。"",""造影剤は放射性医薬品である。"",""造影剤はガドリニウムイオン（Gd3＋）のキレート化合物である。"",""造影剤はプロトンの緩和時間を延長することにより、画像のコントラストを高 める。""]"	multiChoice	[0,3]	null	normal	true	parsed	"[""none""]"	P111-CASE-204	https://www.mhlw.go.jp/content/001677930.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P111-206	111	206	実践	物理・化学・生物	‑207 74 歳男性。紅葉狩りのため、夫婦で 3 泊 4 日の温泉旅行に行った。帰宅後 から発熱症状があり、体温 38.9 ℃（腋窩）、咳と呼吸が困難となる状態のため、総 合病院を受診した。胸部レントゲン画像所見等から肺炎と診断され、入院加療と なった。入院後、採血、血液培養、尿中抗原検査が実施され、以下の処方の薬剤の 投与が開始された。 （検査結果：入院直後） 体温 39.1 ℃、CRP 10.2 mg/dL、CCr 52 mL/min、AST 19 IU/L、 ALT 18 IU/L、SpO2 92％ （処方） 点滴静注 レボフロキサシン注射液 （500 mg/生理食塩液 100 mL） 1 バッグ（500 mg） 1日1回 午前 10 時〜11 時 本日から 7 日間投与 投与開始 3 日目に血液培養検査の結果が出て、レジオネラ菌が原因であることが わかった。咳、呼吸困難の症状は軽快しており、食事も摂れるようになり、解熱傾 向となった。そこで、退院に向けて、主治医から処方の薬剤を内服に切り替えたい との相談が病棟担当薬剤師にあった。 （検査結果：点滴開始 3 日後） 体温 37.2 ℃、CRP 2.3 mg/dL、CCr 48 mL/min、AST 19 IU/L、 ALT 18 IU/L、SpO2 97％ 問 206（物理・化学・生物） 処方されたレボフロキサシンは、ナリジクス酸からの構造変換により開発された 抗菌薬である。レボフロキサシンに関する記述として、正しいのはどれか。２つ選 べ。	"[""イソキノリン構造を持つ。"",""ナリジクス酸の 6 位へフッ素原子を導入したことにより、抗菌作用が増強した。"",""不斉炭素の立体配置は 配置である。"",""抗菌作用の発現には、 1 位の窒素原子と 3 位のカルボキシ基によるキレート形 成が必須である。"",""キラルスイッチにより副作用が軽減した医薬品である。""]"	multiChoice	[1,4]	null	normal	true	parsed	"[""none""]"	P111-CASE-206	https://www.mhlw.go.jp/content/001677930.pdf	https://www.mhlw.go.jp/content/001677933.pdf	2026-02-22	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
