id	sourceExam	questionNo	subject	domain	question	choices_json	answer_type	answer_json	accepted_answers_json	scoring_status	requires_media	choiceParseStatus	correctionStatus_json	caseGroupId	source_url	answer_source_url	effective_date	rights_basis
P109-017	109	17	必須	衛生	予防接種が勧奨されている子宮頸がんのリスク要因はどれか。1つ選べ。	"[""ヒト単純ヘルペスウイルス"",""梅毒トレポネーマ"",""クラミジア・トラコマチス"",""ヒトパピローマウイルス"",""淋菌""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-018	109	18	必須	衛生	事業者が、常時従事する労働者に対して特殊健康診断を受診させることが義務 付けられているのはどれか。1つ選べ。	"[""石綿（アスベスト）の粉じんを発散する場所における業務"",""重量物を取り扱う業務"",""著しく暑熱な場所における業務"",""電子計算機への入力を反復して行う業務"",""著しい騒音を発する場所における業務""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-020	109	20	必須	衛生	ホルムアルデヒドや有機酸の殺菌・静菌作用によって食品の保存性を高める方 法はどれか。1つ選べ。	"[""乾燥"",""塩蔵"",""くん煙"",""冷蔵"",""糖漬""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-022	109	22	必須	衛生	遺伝毒性発がん物質のリスク評価に用いられる指標はどれか。1つ選べ。	"[""許容一日摂取量"",""耐容一日摂取量"",""実質安全量"",""急性参照用量"",""無毒性量""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-023	109	23	必須	衛生	以下の生体組織のうち、放射線に対する感受性が最も高いのはどれか。1つ選 べ。	"[""神経組織"",""造血組織"",""皮膚組織"",""筋肉組織"",""脂肪組織""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-024	109	24	必須	衛生	地上部での光化学オキシダントの生成に関与する主な非電離放射線はどれか。 1つ選べ。	"[""遠赤外線"",""近赤外線"",""可視光線"",""UV︲A"",""UV︲C""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-026	109	26	必須	薬理	禁煙補助薬として用いられるニコチン性アセチルコリン受容体部分刺激薬はど れか。1つ選べ。	"[""シアナミド"",""ナロキソン"",""ニコチン"",""バレニクリン"",""フルマゼニル""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-027	109	27	必須	薬理	自律神経節遮断薬の効果として、正しいのはどれか。1つ選べ。	"[""心拍数低下"",""散瞳"",""消化管運動促進"",""排尿促進"",""発汗促進""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-028	109	28	必須	薬理	リスペリドンが高プロラクチン血症を引き起こす機序はどれか。1つ選べ。	"[""線条体でのドパミン D2 受容体遮断"",""線条体でのセロトニン ₅︲HT2A 受容体遮断"",""前頭前野でのドパミン D2 受容体遮断"",""下垂体でのセロトニン ₅︲HT2A 受容体遮断"",""下垂体でのドパミン D2 受容体遮断""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-029	109	29	必須	薬理	アバタセプトの関節リウマチ治療効果発現の標的分子はどれか。1つ選べ。	"[""CD₂₈"",""細胞傷害性 T リンパ球抗原︲₄（CTLA︲₄）"",""CD₈₀/CD₈₆"",""IL︲₆ 受容体"",""TNF︲a""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-030	109	30	必須	薬理	オステオカルシンのグルタミン酸残基の c︲カルボキシ化を促進するのはどれ か。1つ選べ。	"[""メナテトレノン"",""エルカトニン"",""カルシトリオール"",""テリパラチド"",""イプリフラボン""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-031	109	31	必須	薬理	血管平滑筋細胞において、可溶性グアニル酸シクラーゼを刺激して血管拡張作 用を示すのはどれか。1つ選べ。	"[""アルプロスタジル"",""シルデナフィル"",""ベラプロスト"",""リオシグアト"",""マシテンタン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-032	109	32	必須	薬理	プラスミンのフィブリンへの結合を阻害することで、止血作用を示すのはどれ か。1つ選べ。	"[""フィトナジオン"",""プロタミン"",""トラネキサム酸"",""ヘモコアグラーゼ"",""カルバゾクロムスルホン酸""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-033	109	33	必須	薬理	メフルシドの利尿作用の機序はどれか。1つ選べ。	"[""心房性ナトリウム利尿ペプチド（ANP）受容体刺激"",""バソプレシン V2 受容体遮断"",""上皮性 Na チャネル遮断 +"",""Na ︲Cl 共輸送体阻害 + -"",""Na ︲K ︲₂Cl 共輸送体阻害 + + -""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-034	109	34	必須	薬理	ウメクリジニウムの気管支収縮抑制作用の機序はどれか。1つ選べ。	"[""ホスホジエステラーゼ阻害"",""アデノシン A1 受容体遮断"",""アドレナリン b2 受容体刺激"",""アセチルコリン M3 受容体遮断"",""エラスターゼ阻害""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-035	109	35	必須	薬理	トリメブチンの消化管運動調節作用の機序はどれか。1つ選べ。	"[""ドパミン D2 受容体遮断"",""コリンエステラーゼ阻害"",""アセチルコリン M3 受容体刺激"",""セロトニン ₅︲HT4 受容体刺激"",""オピオイド n 受容体刺激""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-036	109	36	必須	薬理	ミクロソームトリグリセリド転送タンパク質（MTP）を阻害する脂質異常症治 療薬はどれか。1つ選べ。	"[""エゼチミブ"",""エボロクマブ"",""ロミタピド"",""アトルバスタチン"",""ペマフィブラート""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-037	109	37	必須	薬理	ソマトスタチン受容体を刺激して、消化管ホルモン産生腫瘍に伴う諸症状を改 善するのはどれか。1つ選べ。	"[""オクトレオチド"",""ソマトレリン"",""ソマトロピン"",""プロチレリン"",""ペグビソマント""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-038	109	38	必須	薬理	ホスホジエステラーゼ ₄ （PDE₄）を阻害することで、炎症性サイトカインの産 生を抑制する尋常性乾癬の治療薬はどれか。1つ選べ。	"[""マキサカルシトール"",""エトレチナート"",""アプレミラスト"",""セクキヌマブ"",""ブロダルマブ""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-040	109	40	必須	薬理	抗悪性腫瘍薬のうち、チュブリンに結合し微小管の重合を阻害するのはどれ か。1つ選べ。	"[""シスプラチン"",""メトトレキサート"",""ビンクリスチン"",""フルオロウラシル"",""ブレオマイシン 必須問題 【薬剤】""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-043	109	43	必須	薬剤	血漿タンパク質と結合する薬物について、平衡透析法により薬物の血漿タンパ ク結合率を測定した。半透膜で隔てた透析セルの左側に血漿を、右側に薬物溶液を それぞれ加え、平衡に達するまで ₃₇ ℃で振とうした。各透析セルの薬物濃度を ［Ａ］～［Ｃ］とするとき、血漿タンパク質に結合した薬物濃度を示す式はどれ か。1つ選べ。 透析開始前 平衡後 薬物溶液 振とう 血漿 ［Ｂ］ ［Ｃ］ ［Ａ］ 半透膜 半透膜	"[""［Ｂ］+［Ｃ］"",""［Ａ］+［Ｂ］"",""［Ａ］-［Ｂ］"",""［Ａ］-［Ｃ］"",""［Ｂ］-［Ｃ］""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-044	109	44	必須	薬剤	ヒト肝臓において、最も発現量が多いシトクロム P₄₅₀ 分子種はどれか。1つ選 べ。	"[""CYP₁A₂"",""CYP₂C₁₉"",""CYP₂D₆"",""CYP₂E₁"",""CYP₃A₄""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-045	109	45	必須	薬剤	胆汁中への排泄が主な消失経路である薬物はどれか。1つ選べ。	"[""カナマイシン"",""プラバスタチン"",""リチウム"",""メトトレキサート"",""エナラプリル""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-046	109	46	必須	薬剤	体内動態が線形 ₁︲コンパートメントモデルに従う薬物を ₁ 日 ₁ 回経口投与し、 定常状態における平均薬物血中濃度を ₀ . ₂ mg/L としたい。この薬物の全身クリア ランスを ₀ . ₄ L/h/kg、バイオアベイラビリティを ₀ . ₄ とすると、 ₁ 回あたりの投 与量（mg/kg）として最も近い値はどれか。1つ選べ。	"[""₁"",""₂"",""₅"",""₁₀"",""₂₀""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-047	109	47	必須	薬剤	TDM における薬物血中濃度の測定において、全血試料を用いて分析する必要が ある薬物はどれか。1つ選べ。	"[""テイコプラニン"",""バルプロ酸ナトリウム"",""フェニトイン"",""シクロスポリン"",""ジゴキシン""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-048	109	48	必須	薬剤	経口固形製剤からの弱電解質薬物の溶出性に影響を及ぼさない因子はどれか。 1つ選べ。	"[""薬物の粒子径"",""薬物の結晶性"",""タンパク結合率"",""溶液の pH"",""溶液の粘度""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-049	109	49	必須	薬剤	液体の表面張力を測定する方法はどれか。1つ選べ。	"[""溶解度法"",""沈降法"",""吸着法"",""滴重法"",""反応速度法""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-051	109	51	必須	薬剤	有効成分を速やかに溶解させ、口腔粘膜から吸収させる口腔用錠剤はどれか。 1つ選べ。	"[""溶解錠"",""舌下錠"",""チュアブル錠"",""口腔内崩壊錠"",""発泡錠""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-053	109	53	必須	薬剤	等張化剤として用いられるのはどれか。1つ選べ。	"[""エタノール"",""ポリソルベート ₈₀"",""塩酸"",""クロロブタノール"",""濃グリセリン""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-054	109	54	必須	薬剤	医薬品の二次包装はどれか。1つ選べ。	"[""ブリスター包装"",""PTP（Press Through Package）包装"",""ストリップ包装"",""ピロー包装"",""プラスチックバッグ""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-056	109	56	必須	病態・薬物治療	神経筋接合部のアセチルコリン受容体に対する自己抗体が産生されることによ り、筋力低下をきたす自己免疫疾患はどれか。1つ選べ。	"[""イートン・ランバート症候群"",""重症筋無力症"",""ギラン・バレー症候群"",""進行性筋ジストロフィー"",""筋萎縮性側索硬化症""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-057	109	57	必須	病態・薬物治療	身体の一部又は全身に瞬間的な筋収縮が起こり、発作持続時間が短く、意識消 失の自覚症状が無いことが多いてんかん発作はどれか。1つ選べ。	"[""複雑部分発作"",""欠神発作"",""強直間代発作"",""ミオクロニー発作"",""脱力発作""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-058	109	58	必須	病態・薬物治療	メチルフェニデート塩酸塩が適用される疾患はどれか。1つ選べ。	"[""閉塞隅角緑内障"",""重症うつ病"",""糖尿病性腎症"",""くも膜下出血"",""ナルコレプシー""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-059	109	59	必須	病態・薬物治療	高ナトリウム血症の患者に禁忌である薬物はどれか。1つ選べ。	"[""トルバプタン"",""エプレレノン"",""エナラプリルマレイン酸塩"",""カルベジロール"",""フロセミド""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-060	109	60	必須	病態・薬物治療	臨床所見としてスプーン状爪が認められる疾患はどれか。1つ選べ。	"[""鉄欠乏性貧血"",""巨赤芽球性貧血"",""自己免疫性溶血性貧血"",""腎性貧血"",""骨髄異形成症候群""]"	singleChoice	0	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-061	109	61	必須	病態・薬物治療	心電図上で QT 間隔の延長により生じやすくなる不整脈はどれか。1つ選べ。	"[""洞停止"",""洞房ブロック"",""心房細動"",""発作性上室頻拍"",""多形性心室頻拍""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-062	109	62	必須	病態・薬物治療	副腎皮質ステロイド性薬が適用される腎疾患はどれか。1つ選べ。	"[""腎硬化症"",""糖尿病性腎症"",""痛風腎"",""多発性嚢胞腎"",""特発性膜性腎症""]"	singleChoice	4	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-063	109	63	必須	病態・薬物治療	ポリカルボフィルカルシウムが適用される疾患はどれか。1つ選べ。	"[""術後イレウス"",""高カルシウム血症"",""過敏性腸症候群"",""腎不全"",""虫垂炎""]"	singleChoice	2	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-064	109	64	必須	病態・薬物治療	尿路結石を有する痛風患者に対して、最も適切な尿酸降下薬はどれか。1つ選 べ。	"[""ベンズブロマロン"",""コルヒチン"",""ドチヌラド"",""トピロキソスタット"",""プロベネシド""]"	singleChoice	3	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-065	109	65	必須	病態・薬物治療	手術が適応とならないクッシング症候群の治療に用いる薬物はどれか。1つ選 べ。	"[""チアマゾール"",""ミトタン"",""デスモプレシン酢酸塩水和物"",""レボチロキシンナトリウム水和物"",""メチロシン""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
P109-066	109	66	必須	病態・薬物治療	褥瘡治療に用いる外用薬のうち、壊死組織除去効果を有するのはどれか。1つ 選べ。	"[""アルプロスタジルアルファデクス"",""ブロメライン"",""ポビドンヨード"",""ジメチルイソプロピルアズレン"",""トレチノイントコフェリル""]"	singleChoice	1	null	normal	false	parsed	"[""none""]"		https://www.mhlw.go.jp/content/001226759.pdf	https://www.mhlw.go.jp/content/001228441.pdf	2024-02-18	MHLW website content under Public Data License 1.0 unless separately indicated; third-party content requires separate review
